family,date,close,level,extra,fwd1%,fwd5%,fwd10%,verdict
S2缩量上涨,1999-12-23,1458.3,-,V/20d=0.77,-0.09,0.75,-1.16,✗未应验
S2缩量上涨,1999-12-29,1463.5,-,V/20d=0.61,0.07,-4.19,-2.13,✓应验
S2缩量上涨,1999-12-30,1464.5,-,V/20d=0.60,0.33,-4.17,-1.01,✓应验
S2缩量上涨,1999-12-31,1469.2,-,V/20d=0.42,-0.95,-1.89,-0.28,✓应验
S2缩量上涨,2000-04-07,1516.4,-,V/20d=0.80,-0.78,-10.54,-5.7,✓应验
S2缩量上涨,2000-07-03,1469.5,-,V/20d=0.47,-1.59,0.77,1.65,✗未应验
S2缩量上涨,2000-08-14,1491.6,-,V/20d=0.81,-0.48,0.53,1.51,✗未应验
S2缩量上涨,2000-12-26,1315.2,-,V/20d=0.70,1.04,2.46,-0.15,✗未应验
S2缩量上涨,2001-06-04,1267.1,-,V/20d=0.77,1.3,-1.0,-4.63,✓应验
S2缩量上涨,2001-08-13,1191.3,-,V/20d=0.76,-0.38,-1.67,-1.01,✓应验
S2缩量上涨,2001-10-22,1089.9,-,V/20d=0.81,-0.47,-1.06,1.19,✓应验
S2缩量上涨,2001-12-27,1157.1,-,V/20d=0.67,0.34,1.33,-1.0,✗未应验
S2缩量上涨,2001-12-28,1161.0,-,V/20d=0.72,-1.11,0.33,-1.95,✗未应验
S2缩量上涨,2002-02-11,1111.9,-,V/20d=0.79,-0.4,-2.57,-0.23,✓应验
S2缩量上涨,2002-07-05,989.0,-,V/20d=0.47,-1.22,-6.84,-14.28,✓应验
S2缩量上涨,2002-08-07,876.8,-,V/20d=0.74,3.27,4.89,8.28,✗未应验
S2缩量上涨,2002-08-08,905.5,-,V/20d=0.83,0.35,2.74,6.32,✗未应验
S2缩量上涨,2002-08-09,908.6,-,V/20d=0.66,-0.53,2.22,3.55,✗未应验
S2缩量上涨,2002-08-15,930.2,-,V/20d=0.84,-0.16,3.49,-1.34,✗未应验
S2缩量上涨,2002-09-16,891.1,-,V/20d=0.84,-1.97,-6.44,-8.51,✓应验
S2缩量上涨,2002-10-14,841.4,-,V/20d=0.72,4.73,6.93,5.8,✗未应验
S2缩量上涨,2002-10-18,884.4,-,V/20d=0.84,1.73,1.5,1.87,✗未应验
S2缩量上涨,2002-12-23,897.4,-,V/20d=0.82,-0.55,-1.96,1.4,✓应验
S2缩量上涨,2003-02-03,860.3,-,V/20d=0.85,-1.41,-2.83,-1.06,✓应验
S2缩量上涨,2003-05-23,933.2,-,V/20d=0.83,1.96,3.62,4.58,✗未应验
S2缩量上涨,2003-08-08,977.6,-,V/20d=0.76,0.31,1.34,1.58,✗未应验
S2缩量上涨,2003-08-11,980.6,-,V/20d=0.73,1.0,1.95,1.34,✗未应验
S2缩量上涨,2003-08-12,990.4,-,V/20d=0.82,-0.64,1.21,0.64,✗未应验
S2缩量上涨,2003-08-15,990.7,-,V/20d=0.49,0.92,0.24,1.75,✗未应验
S2缩量上涨,2003-08-29,1008.0,-,V/20d=0.80,1.39,2.34,0.67,✗未应验
S2缩量上涨,2003-10-06,1034.4,-,V/20d=0.73,0.47,1.06,1.0,✗未应验
S2缩量上涨,2003-11-26,1058.4,-,V/20d=0.81,-0.02,1.06,1.21,✗未应验
S2缩量上涨,2003-12-29,1109.5,-,V/20d=0.82,0.01,1.28,1.06,✗未应验
S2缩量上涨,2003-12-30,1109.6,-,V/20d=0.80,0.21,1.5,1.88,✗未应验
S2缩量上涨,2003-12-31,1111.9,-,V/20d=0.82,-0.31,1.8,1.81,✗未应验
S2缩量上涨,2004-04-19,1135.8,-,V/20d=0.84,-1.56,-0.03,-1.61,✓应验
S2缩量上涨,2004-05-21,1093.6,-,V/20d=0.82,0.17,2.48,4.29,✗未应验
S2缩量上涨,2004-05-24,1095.4,-,V/20d=0.80,1.61,2.35,4.27,✗未应验
S2缩量上涨,2004-07-12,1114.4,-,V/20d=0.83,0.07,-1.21,-2.72,✓应验
S2缩量上涨,2004-08-26,1105.1,-,V/20d=0.82,0.24,1.2,1.7,✗未应验
S2缩量上涨,2004-08-27,1107.8,-,V/20d=0.69,-0.78,0.53,1.63,✗未应验
S2缩量上涨,2004-11-26,1182.6,-,V/20d=0.35,-0.34,0.72,0.45,✗未应验
S2缩量上涨,2004-12-23,1210.1,-,V/20d=0.64,-0.43,0.15,-1.98,✗未应验
S2缩量上涨,2005-02-14,1206.1,-,V/20d=0.83,0.33,-1.82,0.35,✓应验
S2缩量上涨,2005-05-27,1198.8,-,V/20d=0.74,-0.61,-0.11,0.17,✓应验
S2缩量上涨,2005-11-07,1222.8,-,V/20d=0.84,-0.35,0.9,2.62,✗未应验
S2缩量上涨,2005-11-11,1234.7,-,V/20d=0.76,-0.08,1.1,1.84,✗未应验
S2缩量上涨,2005-11-25,1268.2,-,V/20d=0.33,-0.85,-0.25,-0.7,✓应验
S2缩量上涨,2005-12-23,1268.7,-,V/20d=0.60,-0.96,0.01,1.66,✗未应验
S2缩量上涨,2006-05-26,1280.2,-,V/20d=0.73,-1.58,-1.16,-3.34,✓应验
S2缩量上涨,2006-08-18,1302.3,-,V/20d=0.84,-0.37,-0.55,0.67,✓应验
S2缩量上涨,2006-11-22,1406.1,-,V/20d=0.84,-0.37,-0.39,0.09,✓应验
S2缩量上涨,2006-12-27,1426.8,-,V/20d=0.65,-0.15,-1.2,0.27,✓应验
S2缩量上涨,2007-04-05,1443.8,-,V/20d=0.81,0.06,0.63,2.81,✗未应验
S2缩量上涨,2007-04-09,1444.6,-,V/20d=0.81,0.26,1.64,2.51,✗未应验
S2缩量上涨,2007-07-03,1524.9,-,V/20d=0.51,0.03,-0.4,1.4,✓应验
S2缩量上涨,2007-07-06,1530.4,-,V/20d=0.82,0.09,1.44,0.24,✗未应验
S2缩量上涨,2007-08-17,1445.9,-,V/20d=0.78,-0.03,2.31,1.94,✗未应验
S2缩量上涨,2007-08-22,1464.1,-,V/20d=0.74,-0.11,-0.02,0.99,✓应验
S2缩量上涨,2007-09-04,1489.4,-,V/20d=0.74,-1.15,-1.2,2.04,✓应验
S2缩量上涨,2007-12-24,1496.4,-,V/20d=0.35,0.08,-3.29,-5.84,✓应验
S2缩量上涨,2007-12-26,1497.7,-,V/20d=0.57,-1.43,-3.37,-5.16,✓应验
S2缩量上涨,2008-02-13,1367.2,-,V/20d=0.84,-1.34,-1.81,0.03,✓应验
S2缩量上涨,2008-04-04,1370.4,-,V/20d=0.80,0.16,-2.74,1.45,✓应验
S2缩量上涨,2008-04-07,1372.5,-,V/20d=0.82,-0.51,-3.22,1.14,✓应验
S2缩量上涨,2008-08-15,1298.2,-,V/20d=0.83,-1.51,-0.46,-1.18,✓应验
S2缩量上涨,2008-08-22,1292.2,-,V/20d=0.84,-1.96,-0.73,-1.89,✓应验
S2缩量上涨,2008-08-27,1281.7,-,V/20d=0.83,1.48,-3.5,-2.54,✓应验
S2缩量上涨,2008-09-26,1213.3,-,V/20d=0.82,-8.81,-9.4,-25.88,✓应验
