family,date,close,level,extra,fwd1%,fwd5%,fwd10%,verdict
S4递减线,2016-10-03,2161.2,2175.0,高点2193→2188→2180,-0.5,0.11,-1.61,✗未应验
S4递减线,2016-10-05,2159.7,2174.0,高点2193→2188→2180,0.05,-0.95,-0.71,✓应验
S4递减线,2016-10-06,2160.8,2173.0,高点2193→2188→2180,-0.33,-1.31,-0.9,✓应验
S4递减线,2016-10-07,2153.7,2171.0,高点2188→2180→2175,0.46,-0.96,-0.58,✓应验
S4递减线,2016-10-10,2163.7,2171.0,高点2188→2180→2175,-1.24,-1.72,-0.57,✓应验
S4递减线,2016-10-19,2144.3,2163.0,高点2180→2175→2170,-0.14,-0.23,-2.16,✓应验
S4递减线,2016-10-20,2141.3,2162.0,高点2180→2175→2170,-0.01,-0.39,-2.46,✓应验
S4递减线,2016-10-21,2141.2,2161.0,高点2180→2175→2170,0.47,-0.69,-2.61,✓应验
S4递减线,2016-10-24,2151.3,2160.0,高点2180→2175→2170,-0.38,-1.17,-0.92,✓应验
S4递减线,2016-10-25,2143.2,2159.0,高点2180→2175→2170,-0.17,-1.47,-0.17,✓应验
S4递减线,2016-10-26,2139.4,2158.0,高点2180→2175→2170,-0.3,-1.94,1.11,✓应验
S4递减线,2016-10-31,2126.2,2147.0,高点2175→2170→2155,-0.68,0.25,1.79,✗未应验
S4递减线,2016-11-07,2131.5,2140.0,高点2175→2170→2155,0.38,1.53,3.13,✗未应验
S4递减线,2017-04-20,2355.8,2371.0,高点2401→2390→2378,-0.3,1.4,1.43,✗未应验
S4递减线,2017-04-21,2348.7,2370.0,高点2401→2390→2378,1.08,1.51,2.15,✗未应验
S4递减线,2018-11-28,2743.8,2745.0,高点2941→2940→2815,-0.22,-1.74,-3.4,✓应验
S4递减线,2018-11-29,2737.8,2740.0,高点2941→2940→2815,0.82,-3.82,-5.04,✓应验
S4递减线,2018-12-04,2700.1,2725.0,高点2941→2940→2815,-0.15,-1.81,-7.15,✓应验
S4递减线,2018-12-06,2696.0,2720.0,高点2941→2940→2815,-2.33,-1.68,-8.48,✓应验
S4递减线,2019-01-28,2643.8,2655.0,高点2815→2800→2675,-0.15,3.06,2.49,✗未应验
S4递减线,2019-01-29,2640.0,2651.0,高点2815→2800→2675,1.55,3.7,3.97,✗未应验
S4递减线,2019-08-29,2924.6,2936.0,高点3028→2943→2939,0.06,1.85,2.83,✗未应验
S4递减线,2019-08-30,2926.5,2935.0,高点3028→2943→2939,-0.69,1.78,2.44,✗未应验
S4递减线,2019-09-03,2906.3,2935.0,高点3028→2943→2939,1.08,2.52,3.42,✗未应验
S4递减线,2022-05-24,3941.5,3973.0,高点4637→4513→4091,0.95,4.05,4.42,✗未应验
S4递减线,2022-07-15,3863.2,3899.0,高点4178→3946→3918,-0.84,2.55,6.91,✗未应验
S4递减线,2022-10-13,3669.9,3697.0,高点4325→4119→3807,-2.37,-0.11,3.74,✓应验
S4递减线,2023-11-02,4317.8,4332.0,高点4541→4512→4394,0.94,0.68,4.41,✗未应验
S4递减线,2026-03-04,6869.5,6930.0,高点7002→6993→6953,-0.56,-1.36,-3.56,✓应验
S4递减线,2026-04-08,6782.8,6820.0,高点7002→6993→6953,0.62,3.54,5.24,✗未应验
