sleeve,strategy,entry_date,bp_dollar,pool,is_short_vol,spx_pm_bp_before,es_span_bp_before,combined_bp_before,short_vol_bp_before,stress_episode,second_leg,passed,blocker
Iron_Condor,Iron Condor,2008-09-02,15000.0,SPX_PM,False,0.0,3.3,1.6,1.6,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2009-04-17,14000.0,SPX_PM,True,0.0,8.3,4.2,4.2,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-05-04,14000.0,SPX_PM,True,14.0,6.4,10.2,10.2,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-05-22,14000.0,SPX_PM,True,14.0,9.0,11.5,11.5,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-10-21,14000.0,SPX_PM,True,0.0,8.1,4.0,4.0,False,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-11-10,14000.0,SPX_PM,True,14.0,10.8,12.4,12.4,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-11-27,14000.0,SPX_PM,True,14.0,13.6,13.8,13.8,False,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2009-12-17,14000.0,SPX_PM,True,0.0,11.1,5.5,5.5,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-01-21,14000.0,SPX_PM,True,0.0,8.5,4.3,4.3,False,False,True,
Bear_Call_Spread_High_Vol,Bear Call Spread (High Vol),2010-02-16,14000.0,SPX_PM,True,14.0,5.7,9.9,9.9,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-05-10,14000.0,SPX_PM,True,0.0,11.9,5.9,5.9,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-05-11,14000.0,SPX_PM,True,14.0,11.9,12.9,12.9,True,False,True,
Bear_Call_Spread_High_Vol,Bear Call Spread (High Vol),2010-06-17,14000.0,SPX_PM,True,28.0,0.0,14.0,14.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-06-14,14000.0,SPX_PM,True,28.0,0.0,14.0,14.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-06-15,14000.0,SPX_PM,True,42.0,0.0,21.0,21.0,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2010-08-09,14000.0,SPX_PM,True,0.0,8.3,4.2,4.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-08-11,14000.0,SPX_PM,True,28.0,8.3,18.2,18.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-08-10,14000.0,SPX_PM,True,14.0,8.3,11.2,11.2,True,False,True,
Bear_Call_Spread_High_Vol,Bear Call Spread (High Vol),2010-08-27,14000.0,SPX_PM,True,42.0,8.3,25.2,25.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-09-07,14000.0,SPX_PM,True,42.0,8.3,25.2,25.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2010-09-21,14000.0,SPX_PM,True,28.0,8.4,18.2,18.2,True,False,True,
Bull_Put_Spread,Bull Put Spread,2010-11-29,15000.0,SPX_PM,False,0.0,12.0,6.0,6.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2011-03-07,15000.0,SPX_PM,False,0.0,13.2,6.6,6.6,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-03-17,14000.0,SPX_PM,True,15.0,9.9,12.5,5.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-03-18,14000.0,SPX_PM,True,29.0,9.9,19.5,12.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2011-04-21,15000.0,SPX_PM,False,0.0,9.9,5.0,5.0,False,False,True,
Iron_Condor,Iron Condor,2011-06-06,15000.0,SPX_PM,False,0.0,13.5,6.7,6.7,True,False,True,
Iron_Condor,Iron Condor,2011-07-11,15000.0,SPX_PM,False,15.0,6.7,10.9,3.4,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-08-15,14000.0,SPX_PM,True,0.0,6.6,3.3,3.3,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-08-16,14000.0,SPX_PM,True,14.0,6.6,10.3,10.3,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-09-15,14000.0,SPX_PM,True,28.0,0.0,14.0,14.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-09-16,14000.0,SPX_PM,True,42.0,0.0,21.0,21.0,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2011-10-11,14000.0,SPX_PM,True,28.0,0.0,14.0,14.0,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2011-10-24,14000.0,SPX_PM,True,14.0,6.1,10.0,10.0,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2011-11-11,14000.0,SPX_PM,True,14.0,12.4,13.2,13.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-11-17,14000.0,SPX_PM,True,14.0,12.4,13.2,13.2,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-11-18,14000.0,SPX_PM,True,28.0,12.4,20.2,20.2,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2011-12-08,14000.0,SPX_PM,True,28.0,9.5,18.7,18.7,True,False,True,
Bull_Put_Spread,Bull Put Spread,2011-12-22,15000.0,SPX_PM,False,14.0,9.4,11.7,11.7,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-12-28,14000.0,SPX_PM,True,15.0,9.4,12.2,4.7,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2011-12-29,14000.0,SPX_PM,True,29.0,9.4,19.2,11.7,True,False,True,
Bull_Put_Spread,Bull Put Spread,2012-02-10,15000.0,SPX_PM,False,0.0,9.9,5.0,5.0,False,False,True,
Bull_Put_Spread,Bull Put Spread,2012-03-06,15000.0,SPX_PM,False,0.0,13.6,6.8,6.8,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2012-03-23,15000.0,SPX_PM,False,0.0,13.8,6.9,6.9,False,False,True,
Iron_Condor,Iron Condor,2012-05-04,15000.0,SPX_PM,False,0.0,10.6,5.3,5.3,False,False,True,
Iron_Condor,Iron Condor,2012-06-08,15000.0,SPX_PM,False,15.0,0.0,7.5,0.0,True,False,True,
Iron_Condor,Iron Condor,2012-07-24,15000.0,SPX_PM,False,0.0,13.5,6.8,6.8,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2012-09-07,15000.0,SPX_PM,False,0.0,14.1,7.0,7.0,False,False,True,
Iron_Condor,Iron Condor,2012-11-02,15000.0,SPX_PM,False,0.0,10.9,5.4,5.4,False,False,True,
Bull_Put_Spread,Bull Put Spread,2012-12-19,15000.0,SPX_PM,False,15.0,7.2,11.1,3.6,False,False,True,
Iron_Condor,Iron Condor,2012-12-04,15000.0,SPX_PM,False,0.0,0.0,0.0,0.0,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-01-08,15000.0,SPX_PM,False,15.0,10.8,12.9,5.4,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-02-12,15000.0,SPX_PM,False,15.0,15.0,15.0,7.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-03-19,15000.0,SPX_PM,False,15.0,7.8,11.4,3.9,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-04-23,15000.0,SPX_PM,False,15.0,15.6,15.3,7.8,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-05-28,15000.0,SPX_PM,False,15.0,12.3,13.7,6.2,False,False,True,
Iron_Condor,Iron Condor,2013-06-12,15000.0,SPX_PM,False,15.0,16.4,15.7,8.2,False,False,True,
Iron_Condor,Iron Condor,2013-07-05,15000.0,SPX_PM,False,26.7,12.3,19.5,6.2,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-08-08,15000.0,SPX_PM,False,15.0,16.9,16.0,8.5,False,False,True,
Iron_Condor,Iron Condor,2013-08-28,15000.0,SPX_PM,False,0.0,12.7,6.4,6.4,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-10-16,15000.0,SPX_PM,False,11.0,21.2,16.1,10.6,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-11-19,15000.0,SPX_PM,False,15.0,17.6,16.3,8.8,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2013-12-24,15000.0,SPX_PM,False,15.0,22.5,18.7,11.2,False,False,True,
Iron_Condor,Iron Condor,2014-02-10,15000.0,SPX_PM,False,11.7,13.7,12.7,6.9,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-03-18,15000.0,SPX_PM,False,15.0,18.5,16.8,9.3,False,False,True,
Iron_Condor,Iron Condor,2014-04-07,15000.0,SPX_PM,False,15.0,18.7,16.9,9.4,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-05-02,15000.0,SPX_PM,False,15.0,23.4,19.2,11.7,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-06-06,15000.0,SPX_PM,False,15.0,23.8,19.4,11.9,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-07-11,15000.0,SPX_PM,False,15.0,14.8,14.9,7.4,False,False,True,
Iron_Condor,Iron Condor,2014-08-13,15000.0,SPX_PM,False,0.0,14.8,7.4,7.4,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-09-17,15000.0,SPX_PM,False,15.0,19.9,17.5,10.0,False,False,True,
Iron_Condor,Iron Condor,2014-10-08,15000.0,SPX_PM,False,0.0,15.0,7.5,7.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-11-11,15000.0,SPX_PM,False,27.2,10.1,18.6,5.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2014-12-24,15000.0,SPX_PM,False,-8.8,20.6,5.9,10.3,True,False,True,
Iron_Condor,Iron Condor,2015-01-13,15000.0,SPX_PM,False,-8.8,15.5,3.4,7.8,True,False,True,
Iron_Condor,Iron Condor,2015-02-05,15000.0,SPX_PM,False,26.1,10.4,18.2,5.2,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2015-02-27,15000.0,SPX_PM,False,15.0,15.7,15.4,7.9,False,False,True,
Iron_Condor,Iron Condor,2015-03-26,15000.0,SPX_PM,False,15.0,21.0,18.0,10.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2015-03-18,15000.0,SPX_PM,False,0.0,21.0,10.5,10.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2015-04-22,15000.0,SPX_PM,False,30.0,21.0,25.5,10.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2015-05-27,15000.0,SPX_PM,False,15.0,21.2,18.1,10.6,False,False,True,
Iron_Condor,Iron Condor,2015-06-10,15000.0,SPX_PM,False,0.0,15.9,8.0,8.0,False,False,True,
Iron_Condor,Iron Condor,2015-07-15,15000.0,SPX_PM,False,15.0,5.3,10.2,2.7,False,False,True,
Iron_Condor,Iron Condor,2015-08-17,15000.0,SPX_PM,False,15.0,5.3,10.2,2.7,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2015-08-26,14000.0,SPX_PM,True,-10.0,5.3,-2.3,2.7,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2015-08-27,14000.0,SPX_PM,True,4.0,0.0,2.0,7.0,True,False,True,
Iron_Condor,Iron Condor,2015-09-16,15000.0,SPX_PM,False,4.0,0.0,2.0,7.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2015-09-23,14000.0,SPX_PM,True,15.0,0.0,7.5,0.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2015-10-16,15000.0,SPX_PM,False,29.0,10.1,19.5,12.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2015-10-30,15000.0,SPX_PM,False,30.0,15.4,22.7,7.7,False,False,True,
Iron_Condor,Iron Condor,2015-10-13,15000.0,SPX_PM,False,14.0,5.0,9.5,9.5,True,False,True,
Bull_Put_Spread,Bull Put Spread,2015-11-25,15000.0,SPX_PM,False,11.0,20.8,15.9,10.4,True,False,True,
Iron_Condor,Iron Condor,2015-12-03,15000.0,SPX_PM,False,26.0,26.0,26.0,13.0,True,False,True,
Iron_Condor,Iron Condor,2016-01-29,15000.0,SPX_PM,False,0.0,0.0,0.0,0.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2016-02-16,14000.0,SPX_PM,True,15.0,0.0,7.5,0.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2016-02-17,14000.0,SPX_PM,True,29.0,0.0,14.5,7.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2016-03-11,15000.0,SPX_PM,False,28.0,9.9,18.9,18.9,True,False,True,
Bull_Put_Spread,Bull Put Spread,2016-03-28,15000.0,SPX_PM,False,30.0,10.2,20.1,5.1,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2016-03-24,15000.0,SPX_PM,False,15.0,10.2,12.6,5.1,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2016-05-02,15000.0,SPX_PM,False,0.0,25.9,12.9,12.9,False,False,True,
Iron_Condor,Iron Condor,2016-05-17,15000.0,SPX_PM,False,15.0,20.8,17.9,10.4,False,False,True,
Iron_Condor,Iron Condor,2016-06-22,15000.0,SPX_PM,False,15.0,21.0,18.0,10.5,True,False,True,
Iron_Condor,Iron Condor,2016-07-07,15000.0,SPX_PM,False,26.2,21.0,23.6,10.5,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2016-08-10,15000.0,SPX_PM,False,15.0,21.6,18.3,10.8,False,False,True,
Iron_Condor,Iron Condor,2016-10-03,15000.0,SPX_PM,False,0.0,10.9,5.5,5.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2016-11-09,15000.0,SPX_PM,False,11.6,0.0,5.8,0.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2016-12-14,15000.0,SPX_PM,False,15.0,16.6,15.8,8.3,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-01-20,15000.0,SPX_PM,False,15.0,28.2,21.6,14.1,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-02-24,15000.0,SPX_PM,False,15.0,23.1,19.0,11.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-03-30,15000.0,SPX_PM,False,15.0,23.7,19.3,11.8,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-04-24,15000.0,SPX_PM,False,0.0,11.7,5.9,5.9,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-05-19,15000.0,SPX_PM,False,0.0,23.9,12.0,12.0,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-06-23,15000.0,SPX_PM,False,15.0,24.2,19.6,12.1,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-07-28,15000.0,SPX_PM,False,15.0,24.5,19.8,12.3,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-08-14,15000.0,SPX_PM,False,0.0,24.6,12.3,12.3,False,False,True,
Iron_Condor,Iron Condor,2017-08-22,15000.0,SPX_PM,False,0.0,18.6,9.3,9.3,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-09-21,15000.0,SPX_PM,False,15.0,18.7,16.8,9.3,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-10-25,15000.0,SPX_PM,False,15.0,19.1,17.1,9.6,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2017-11-29,15000.0,SPX_PM,False,15.0,25.8,20.4,12.9,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-01-04,15000.0,SPX_PM,False,15.0,33.3,24.2,16.7,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2018-02-07,14000.0,SPX_PM,True,11.4,28.0,19.7,14.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2018-02-08,14000.0,SPX_PM,True,25.4,28.0,26.7,21.0,True,False,True,
Iron_Condor,Iron Condor,2018-02-22,15000.0,SPX_PM,False,39.4,28.0,33.7,28.0,True,False,True,
Iron_Condor,Iron Condor,2018-03-16,15000.0,SPX_PM,False,15.0,13.9,14.5,7.0,True,False,True,
Iron_Condor,Iron Condor,2018-04-20,15000.0,SPX_PM,False,15.0,7.0,11.0,3.5,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-05-09,15000.0,SPX_PM,False,15.0,0.0,7.5,0.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-06-13,15000.0,SPX_PM,False,15.0,27.3,21.2,13.7,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-07-06,15000.0,SPX_PM,False,0.0,27.4,13.7,13.7,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-08-09,15000.0,SPX_PM,False,15.0,28.2,21.6,14.1,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2018-09-13,15000.0,SPX_PM,False,15.0,35.8,25.4,17.9,False,False,True,
Iron_Condor,Iron Condor,2018-10-18,15000.0,SPX_PM,False,-10.0,21.8,5.9,10.9,True,False,True,
Iron_Condor,Iron Condor,2018-11-07,15000.0,SPX_PM,False,5.0,7.3,6.2,3.7,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2018-12-26,14000.0,SPX_PM,True,0.0,0.0,0.0,0.0,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2018-12-27,14000.0,SPX_PM,True,14.0,0.0,7.0,7.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2019-01-31,15000.0,SPX_PM,False,26.7,13.3,20.0,6.6,True,False,True,
Iron_Condor,Iron Condor,2019-01-10,15000.0,SPX_PM,False,39.7,0.0,19.9,14.0,True,False,True,
Bull_Put_Spread,Bull Put Spread,2019-02-13,15000.0,SPX_PM,False,41.7,26.9,34.3,13.4,True,False,True,
Bull_Put_Spread,Bull Put Spread,2019-03-06,15000.0,SPX_PM,False,26.7,27.5,27.1,13.8,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-02-27,15000.0,SPX_PM,False,26.7,27.5,27.1,13.8,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-04-02,15000.0,SPX_PM,False,26.7,28.1,27.4,14.1,True,False,True,
Iron_Condor,Iron Condor,2019-05-22,15000.0,SPX_PM,False,10.4,21.9,16.2,10.9,True,False,True,
Bull_Put_Spread,Bull Put Spread,2019-06-18,15000.0,SPX_PM,False,15.0,0.0,7.5,0.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-07-01,15000.0,SPX_PM,False,15.0,14.6,14.8,7.3,False,False,True,
Iron_Condor,Iron Condor,2019-08-15,15000.0,SPX_PM,False,9.5,22.5,16.0,11.2,True,False,True,
Bull_Put_Spread,Bull Put Spread,2019-09-05,15000.0,SPX_PM,False,24.5,0.0,12.3,0.0,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-09-18,15000.0,SPX_PM,False,15.0,15.0,15.0,7.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-10-14,15000.0,SPX_PM,False,11.8,37.4,24.6,18.7,True,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-11-15,15000.0,SPX_PM,False,15.0,23.0,19.0,11.5,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2019-12-20,15000.0,SPX_PM,False,15.0,31.5,23.2,15.7,False,False,True,
Bull_Call_Diagonal,Bull Call Diagonal,2020-02-06,15000.0,SPX_PM,False,0.0,40.8,20.4,20.4,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-03-02,14000.0,SPX_PM,True,-10.0,25.2,7.6,12.6,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-03-04,14000.0,SPX_PM,True,4.0,16.9,10.4,15.4,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-04-27,14000.0,SPX_PM,True,6.2,0.0,3.1,0.0,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-05-11,14000.0,SPX_PM,True,20.2,14.3,17.3,14.2,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-05-27,14000.0,SPX_PM,True,20.2,29.0,24.6,21.5,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-06-05,14000.0,SPX_PM,True,20.2,30.1,25.2,22.1,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-06-25,14000.0,SPX_PM,True,20.2,31.2,25.7,22.6,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-07-07,14000.0,SPX_PM,True,42.0,38.9,40.5,40.5,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-06-26,14000.0,SPX_PM,True,28.0,31.2,29.6,29.6,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-07-02,14000.0,SPX_PM,True,28.0,38.9,33.5,33.5,True,False,True,
Bull_Put_Spread,Bull Put Spread,2020-08-17,15000.0,SPX_PM,False,0.0,32.8,16.4,16.4,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-08-19,14000.0,SPX_PM,True,15.0,41.3,28.1,20.6,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-08-20,14000.0,SPX_PM,True,29.0,33.2,31.1,23.6,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-11-06,14000.0,SPX_PM,True,23.6,34.6,29.1,24.3,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-11-05,14000.0,SPX_PM,True,9.6,34.6,22.1,17.3,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2020-11-09,14000.0,SPX_PM,True,37.6,34.6,36.1,31.3,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-11-23,14000.0,SPX_PM,True,42.0,26.5,34.2,34.2,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-12-09,14000.0,SPX_PM,True,14.0,36.1,25.0,25.0,False,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2020-12-30,14000.0,SPX_PM,True,14.0,36.8,25.4,25.4,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2021-01-04,14000.0,SPX_PM,True,14.0,36.8,25.4,25.4,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2021-01-25,14000.0,SPX_PM,True,14.0,37.6,25.8,25.8,False,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2021-01-29,14000.0,SPX_PM,True,28.0,37.6,32.8,32.8,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2021-02-18,14000.0,SPX_PM,True,0.0,29.1,14.6,14.6,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2021-03-05,14000.0,SPX_PM,True,14.0,39.0,26.5,26.5,True,False,True,
Iron_Condor_High_Vol,Iron Condor (High Vol),2021-03-08,14000.0,SPX_PM,True,37.2,39.0,38.1,33.5,True,False,True,
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2021-03-10,14000.0,SPX_PM,True,51.2,39.0,45.1,40.5,True,False,False,R5_stress_episode_cap
Bull_Put_Spread_High_Vol,Bull Put Spread (High Vol),2021-05-19,14000.0,SPX_PM,True,9.9,41.8,25.8,20.9,True,False,True,
Bull_Put_Spread,Bull Put Spread,2021-08-18,15000.0,SPX_PM,False,0.0,44.1,22.1,22.1,False,False,True,
Iron_Condor,Iron Condor,2021-09-17,15000.0,SPX_PM,False,0.0,44.7,22.3,22.3,False,False,True,
