bearish_streak,book_core_shock,date,hv_spell_age,iv_signal,ivp,ivp252,ivp63,ivr,local_spike,overlay_level,overlay_reason,regime,regime_decay,spx,strategy,strategy_key,trend,trend_gap,vix,vix_5d_avg
5,0.0,2023-03-15,6,NEUTRAL,66.9,66.9,98.4,49.0,False,0,overlay disabled,HIGH_VOL,False,3891.93,Reduce / Wait,,BEARISH,-2.79,26.14,24.76
6,0.0,2023-03-16,7,NEUTRAL,44.6,44.6,93.5,30.3,True,0,overlay disabled,HIGH_VOL,False,3960.28,Reduce / Wait,,BEARISH,-1.15,22.99,24.84
7,0.0,2023-03-17,8,NEUTRAL,61.0,61.0,96.8,45.3,False,0,overlay disabled,HIGH_VOL,False,3916.64,Reduce / Wait,,BEARISH,-2.27,25.51,24.98
8,0.0,2023-03-20,11,NEUTRAL,53.4,53.4,93.5,37.2,False,0,overlay disabled,HIGH_VOL,False,3951.57,Reduce / Wait,,BEARISH,-1.47,24.15,24.5
0,0.0,2023-03-21,0,LOW,27.9,27.9,64.5,20.8,True,0,overlay disabled,NORMAL,False,4002.87,Reduce / Wait,,NEUTRAL,-0.24,21.38,24.03
1,0.0,2023-03-22,0,LOW,36.7,36.7,80.6,26.0,True,0,overlay disabled,HIGH_VOL,False,3936.97,Reduce / Wait,,BEARISH,-1.91,22.26,23.26
2,0.0,2023-03-23,1,NEUTRAL,40.2,40.2,83.9,28.1,True,0,overlay disabled,HIGH_VOL,False,3948.72,Reduce / Wait,,BEARISH,-1.63,22.61,23.18
3,0.0,2023-03-24,0,LOW,31.5,31.5,71.0,22.9,True,0,overlay disabled,NORMAL,False,3970.99,Reduce / Wait,,BEARISH,-1.07,21.74,22.43
0,0.0,2023-03-27,0,LOW,20.7,20.7,51.6,16.2,True,0,overlay disabled,NORMAL,False,3977.53,Reduce / Wait,,NEUTRAL,-0.91,20.6,21.72
1,0.0,2023-03-28,0,LOW,14.7,14.7,38.7,12.4,False,0,overlay disabled,NORMAL,False,3971.27,Reduce / Wait,,BEARISH,-1.05,19.97,21.44
0,0.0,2023-03-29,0,LOW,6.8,6.8,22.6,7.4,False,0,overlay disabled,NORMAL,False,4027.81,Reduce / Wait,,NEUTRAL,0.34,19.12,20.81
0,0.0,2023-03-30,0,LOW,5.2,5.2,19.4,6.8,False,0,overlay disabled,NORMAL,False,4050.83,Reduce / Wait,,NEUTRAL,0.85,19.02,20.09
0,0.0,2023-03-31,0,LOW,3.6,3.6,12.9,4.9,False,0,overlay disabled,NORMAL,False,4109.31,Reduce / Wait,,BULLISH,2.2,18.7,19.48
0,0.0,2023-04-03,0,LOW,2.4,2.4,9.7,4.0,False,0,overlay disabled,NORMAL,False,4124.51,Reduce / Wait,,BULLISH,2.5,18.55,19.07
0,0.0,2023-04-04,0,LOW,6.0,6.0,22.6,6.7,False,0,overlay disabled,NORMAL,False,4100.6,Reduce / Wait,,BULLISH,1.87,19.0,18.88
0,0.0,2023-04-05,0,LOW,6.8,6.8,25.8,7.2,False,0,overlay disabled,NORMAL,False,4090.38,Reduce / Wait,,BULLISH,1.57,19.08,18.87
0,0.0,2023-04-06,0,LOW,1.6,1.6,6.5,3.1,False,0,overlay disabled,NORMAL,False,4105.02,Reduce / Wait,,BULLISH,1.89,18.4,18.75
0,0.0,2023-04-10,0,LOW,6.0,6.0,24.2,6.5,False,0,overlay disabled,NORMAL,False,4109.11,Reduce / Wait,,BULLISH,1.97,18.97,18.8
0,0.0,2023-04-11,0,LOW,8.4,8.4,32.3,7.3,False,0,overlay disabled,NORMAL,False,4108.94,Reduce / Wait,,BULLISH,1.95,19.1,18.91
0,0.0,2023-04-12,0,LOW,8.4,8.4,32.3,7.2,False,0,overlay disabled,NORMAL,False,4091.95,Reduce / Wait,,BULLISH,1.49,19.09,18.93
0,0.0,2023-04-13,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4146.22,Reduce / Wait,,BULLISH,2.8,17.8,18.67
0,0.0,2023-04-14,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4137.64,Reduce / Wait,,BULLISH,2.58,17.07,18.41
0,0.0,2023-04-17,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4151.32,Reduce / Wait,,BULLISH,2.93,16.95,18.0
0,0.0,2023-04-18,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4154.87,Reduce / Wait,,BULLISH,3.01,16.83,17.55
0,0.0,2023-04-19,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4154.52,Reduce / Wait,,BULLISH,2.98,16.46,17.02
0,0.0,2023-04-20,0,LOW,1.6,1.6,6.5,3.9,False,0,overlay disabled,NORMAL,False,4129.79,Reduce / Wait,,BULLISH,2.38,17.17,16.9
0,0.0,2023-04-21,0,LOW,0.4,0.4,1.6,1.7,False,0,overlay disabled,NORMAL,False,4133.52,Reduce / Wait,,BULLISH,2.47,16.77,16.84
0,0.0,2023-04-24,0,LOW,1.2,1.2,4.8,2.4,False,0,overlay disabled,NORMAL,False,4137.04,Reduce / Wait,,BULLISH,2.53,16.89,16.82
0,0.0,2023-04-25,0,LOW,8.4,8.4,32.3,12.6,False,0,overlay disabled,NORMAL,False,4071.63,Reduce / Wait,,BULLISH,0.91,18.76,17.21
0,0.0,2023-04-26,0,LOW,9.2,9.2,33.9,13.0,False,0,overlay disabled,NORMAL,False,4055.99,Reduce / Wait,,BULLISH,0.57,18.84,17.69
0,0.0,2023-04-27,0,LOW,2.0,2.0,8.1,3.1,False,0,overlay disabled,NORMAL,False,4135.35,Reduce / Wait,,BULLISH,2.54,17.03,17.66
0,0.0,2023-04-28,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4169.48,Reduce / Wait,,BULLISH,3.37,15.78,17.46
0,0.0,2023-05-01,0,LOW,0.4,0.4,1.6,1.6,False,0,overlay disabled,NORMAL,False,4167.87,Reduce / Wait,,BULLISH,3.29,16.08,17.3
0,0.0,2023-05-02,0,LOW,4.0,4.0,16.1,10.5,False,0,overlay disabled,NORMAL,False,4119.58,Reduce / Wait,,BULLISH,2.07,17.78,17.1
0,0.0,2023-05-03,0,LOW,6.0,6.0,22.6,13.5,False,0,overlay disabled,NORMAL,False,4090.75,Reduce / Wait,,BULLISH,1.31,18.34,17.0
0,0.0,2023-05-04,0,LOW,23.9,23.9,61.3,22.7,True,0,overlay disabled,NORMAL,False,4061.22,Reduce / Wait,,NEUTRAL,0.55,20.09,17.61
0,0.0,2023-05-05,0,LOW,4.0,4.0,16.1,7.4,False,0,overlay disabled,NORMAL,False,4136.25,Reduce / Wait,,BULLISH,2.34,17.19,17.9
0,0.0,2023-05-08,0,LOW,2.8,2.8,11.3,6.3,False,0,overlay disabled,NORMAL,False,4138.12,Reduce / Wait,,BULLISH,2.3,16.98,18.08
0,0.0,2023-05-09,0,LOW,4.8,4.8,19.4,10.2,False,0,overlay disabled,NORMAL,False,4119.17,Reduce / Wait,,BULLISH,1.76,17.71,18.06
0,0.0,2023-05-10,0,LOW,2.4,2.4,9.7,6.4,False,0,overlay disabled,NORMAL,False,4137.64,Reduce / Wait,,BULLISH,2.14,16.94,17.78
0,0.0,2023-05-11,0,LOW,2.4,2.4,9.7,6.3,False,0,overlay disabled,NORMAL,False,4130.62,Reduce / Wait,,BULLISH,1.87,16.93,17.15
0,0.0,2023-05-12,0,LOW,4.0,4.0,16.1,6.9,False,0,overlay disabled,NORMAL,False,4124.08,Reduce / Wait,,BULLISH,1.64,17.03,17.12
0,0.0,2023-05-15,0,LOW,5.2,5.2,21.0,7.3,False,0,overlay disabled,NORMAL,False,4136.28,Reduce / Wait,,BULLISH,1.89,17.12,17.15
0,0.0,2023-05-16,0,LOW,8.0,8.0,30.6,12.1,False,0,overlay disabled,NORMAL,False,4109.9,Reduce / Wait,,BULLISH,1.21,17.99,17.2
0,0.0,2023-05-17,0,LOW,2.0,2.0,8.1,6.0,False,0,overlay disabled,NORMAL,False,4158.77,Reduce / Wait,,BULLISH,2.33,16.87,17.19
0,0.0,2023-05-18,0,LOW,0.4,0.4,1.6,1.5,False,0,overlay disabled,NORMAL,False,4198.05,Reduce / Wait,,BULLISH,3.19,16.05,17.01
0,0.0,2023-05-19,0,LOW,2.0,2.0,8.1,5.6,False,0,overlay disabled,NORMAL,False,4191.98,Reduce / Wait,,BULLISH,2.91,16.81,16.97
0,0.0,2023-05-22,0,LOW,7.6,7.6,30.6,7.8,False,0,overlay disabled,NORMAL,False,4192.63,Reduce / Wait,,BULLISH,2.75,17.21,16.99
0,0.0,2023-05-23,0,LOW,12.7,12.7,43.5,15.1,False,0,overlay disabled,NORMAL,False,4145.58,Reduce / Wait,,BULLISH,1.46,18.53,17.09
0,0.0,2023-05-24,0,LOW,28.7,28.7,71.0,23.3,True,0,overlay disabled,NORMAL,False,4115.24,Reduce / Wait,,BULLISH,0.62,20.03,17.73
0,0.0,2023-05-25,0,LOW,21.1,21.1,66.1,18.4,True,0,overlay disabled,NORMAL,False,4151.28,Reduce / Wait,,BULLISH,1.37,19.14,18.34
0,0.0,2023-05-26,0,LOW,9.6,9.6,37.1,11.9,False,0,overlay disabled,NORMAL,False,4205.45,Reduce / Wait,,BULLISH,2.57,17.95,18.57
0,0.0,2023-05-30,0,LOW,8.0,8.0,32.3,9.2,False,0,overlay disabled,NORMAL,False,4205.52,Reduce / Wait,,BULLISH,2.43,17.46,18.62
0,0.0,2023-05-31,0,LOW,10.0,10.0,38.7,11.8,False,0,overlay disabled,NORMAL,False,4179.83,Reduce / Wait,,BULLISH,1.69,17.94,18.5
0,0.0,2023-06-01,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,NORMAL,False,4221.02,Reduce / Wait,,BULLISH,2.58,15.65,17.63
0,0.0,2023-06-02,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4282.37,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.9,14.6,16.72
0,-0.0002,2023-06-05,0,LOW,0.4,0.4,1.6,0.7,False,0,overlay disabled,LOW_VOL,False,4273.79,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.53,14.73,16.08
0,-0.0002,2023-06-06,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4283.85,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.61,13.96,15.38
0,-0.0002,2023-06-07,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4267.52,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.07,13.94,14.58
0,-0.00019,2023-06-08,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4293.93,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.55,13.65,14.18
0,-0.00019,2023-06-09,0,LOW,0.4,0.4,1.6,0.9,False,0,overlay disabled,LOW_VOL,False,4298.86,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.53,13.83,14.02
0,-0.00019,2023-06-12,0,LOW,2.4,2.4,9.7,6.7,False,0,overlay disabled,NORMAL,False,4338.93,Reduce / Wait,,BULLISH,4.35,15.01,14.08
0,-0.00019,2023-06-13,0,LOW,2.0,2.0,8.1,4.7,False,0,overlay disabled,LOW_VOL,False,4369.01,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.95,14.61,14.21
0,-0.00019,2023-06-14,0,LOW,0.8,0.8,3.2,1.2,False,0,overlay disabled,LOW_VOL,False,4372.59,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.91,13.88,14.2
0,-0.00018,2023-06-15,0,LOW,2.0,2.0,8.1,4.3,False,0,overlay disabled,LOW_VOL,False,4425.84,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.02,14.5,14.37
0,-0.00018,2023-06-16,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4409.59,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.47,13.54,14.31
0,-0.00018,2023-06-20,0,LOW,1.2,1.2,4.8,1.7,False,0,overlay disabled,LOW_VOL,False,4388.71,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.83,13.88,14.08
0,-0.00018,2023-06-21,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4365.69,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.15,13.2,13.8
0,-0.00017,2023-06-22,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4381.89,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.4,12.91,13.61
0,-0.00017,2023-06-23,0,LOW,0.8,0.8,3.2,2.6,False,0,overlay disabled,LOW_VOL,False,4348.33,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.47,13.44,13.39
0,-0.00017,2023-06-26,0,LOW,4.0,4.0,16.1,6.5,False,0,overlay disabled,LOW_VOL,False,4328.82,Bull Call Diagonal,bull_call_diagonal,BULLISH,2.92,14.25,13.54
0,-0.00017,2023-06-27,0,LOW,2.0,2.0,8.1,4.0,False,0,overlay disabled,LOW_VOL,False,4378.41,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.98,13.74,13.51
0,-0.00016,2023-06-28,0,LOW,0.8,0.8,3.2,2.5,False,0,overlay disabled,LOW_VOL,False,4376.86,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.83,13.43,13.55
0,-0.00016,2023-06-29,0,LOW,1.6,1.6,6.5,3.0,False,0,overlay disabled,LOW_VOL,False,4396.44,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.18,13.54,13.68
0,-0.00016,2023-06-30,0,LOW,2.4,2.4,9.7,3.3,False,0,overlay disabled,LOW_VOL,False,4450.38,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.31,13.59,13.71
0,-0.00016,2023-07-03,0,LOW,2.4,2.4,9.7,3.2,False,0,overlay disabled,LOW_VOL,False,4455.59,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.27,13.57,13.57
0,-0.00016,2023-07-05,0,LOW,6.0,6.0,24.2,6.1,False,0,overlay disabled,LOW_VOL,False,4446.82,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.91,14.18,13.66
0,-0.00015,2023-07-06,0,LOW,8.8,8.8,35.5,12.2,False,0,overlay disabled,NORMAL,False,4411.59,Reduce / Wait,,BULLISH,3.94,15.44,14.06
0,-0.00015,2023-07-07,0,LOW,8.4,8.4,33.9,9.3,False,0,overlay disabled,LOW_VOL,False,4398.95,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.48,14.83,14.32
0,0.0,2023-07-10,0,LOW,9.2,9.2,37.1,10.4,False,0,overlay disabled,NORMAL,False,4409.53,Reduce / Wait,,BULLISH,3.56,15.07,14.62
0,0.0,2023-07-11,0,LOW,8.8,8.8,35.5,9.3,False,0,overlay disabled,LOW_VOL,False,4439.26,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.11,14.84,14.87
0,-0.0002,2023-07-12,0,LOW,1.6,1.6,6.5,3.0,False,0,overlay disabled,LOW_VOL,False,4472.16,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.73,13.54,14.74
0,-0.00019,2023-07-13,0,LOW,3.6,3.6,14.5,3.4,False,0,overlay disabled,LOW_VOL,False,4510.04,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.45,13.61,14.38
0,-0.00019,2023-07-14,0,LOW,0.8,0.8,3.2,2.1,False,0,overlay disabled,LOW_VOL,False,4505.42,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.15,13.34,14.08
0,-0.00019,2023-07-17,0,LOW,2.0,2.0,8.1,2.8,False,0,overlay disabled,LOW_VOL,False,4522.79,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.35,13.48,13.76
0,-0.00019,2023-07-18,0,LOW,0.8,0.8,3.2,1.9,False,0,overlay disabled,LOW_VOL,False,4554.98,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.85,13.3,13.45
0,-0.00019,2023-07-19,0,LOW,6.0,6.0,24.2,4.1,False,0,overlay disabled,LOW_VOL,False,4565.72,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.89,13.76,13.5
0,-0.00018,2023-07-20,0,LOW,8.4,8.4,33.9,5.2,False,0,overlay disabled,LOW_VOL,False,4534.87,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.98,13.99,13.57
0,-0.00018,2023-07-21,0,LOW,4.8,4.8,19.4,3.3,False,0,overlay disabled,LOW_VOL,False,4536.34,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.81,13.6,13.63
0,-0.00018,2023-07-24,0,LOW,8.0,8.0,32.3,4.8,False,0,overlay disabled,LOW_VOL,False,4554.64,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.03,13.91,13.71
0,-0.00018,2023-07-25,0,LOW,7.2,7.2,29.0,4.6,False,0,overlay disabled,LOW_VOL,False,4567.46,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.12,13.86,13.82
0,-0.00017,2023-07-26,0,LOW,0.4,0.4,1.6,1.4,False,0,overlay disabled,LOW_VOL,False,4566.75,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.89,13.19,13.71
0,-0.00017,2023-07-27,0,LOW,11.2,11.2,45.2,7.2,False,0,overlay disabled,LOW_VOL,False,4537.41,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.02,14.41,13.79
0,-0.00017,2023-07-28,0,LOW,1.6,1.6,6.5,2.0,False,0,overlay disabled,LOW_VOL,False,4582.23,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.82,13.33,13.74
0,-0.00017,2023-07-31,0,LOW,6.4,6.4,25.8,3.5,False,0,overlay disabled,LOW_VOL,False,4588.96,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.77,13.63,13.68
0,-0.00017,2023-08-01,0,LOW,10.0,10.0,40.3,4.9,False,0,overlay disabled,LOW_VOL,False,4576.73,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.31,13.93,13.7
0,-0.00016,2023-08-02,0,LOW,17.9,17.9,69.4,15.3,True,0,overlay disabled,NORMAL,False,4513.39,Reduce / Wait,,BULLISH,2.72,16.09,14.28
0,-0.00016,2023-08-03,0,LOW,17.1,17.1,67.7,14.5,True,0,overlay disabled,NORMAL,False,4501.89,Reduce / Wait,,BULLISH,2.31,15.92,14.58
0,-0.00016,2023-08-04,0,LOW,23.9,23.9,82.3,20.2,True,0,overlay disabled,NORMAL,False,4478.03,Reduce / Wait,,BULLISH,1.62,17.1,15.33
0,-0.00016,2023-08-07,0,LOW,16.7,16.7,67.7,13.8,True,0,overlay disabled,NORMAL,False,4518.44,Reduce / Wait,,BULLISH,2.35,15.77,15.76
