policy,entry,exit,pnl
MA50/200,2026-01-29,2026-02-11,-60.11609754546162
MA50/200,2026-03-16,2026-04-06,775.288648085899
MA50/200,2026-03-31,2026-05-05,-2170.1827311303487
MA50/200,2026-04-01,2026-05-06,-6201.623218510225
MA50/200,2026-05-14,2026-05-28,9703.128021627048
MA50/200,2026-05-07,2026-06-11,9183.010736737693
MA50/200,2026-05-28,2026-07-02,-2114.1751626192513
MA50/200,2026-06-22,2026-07-06,10140.217640884703
MA50/200,2026-07-02,2026-07-10,1983.9490320440145
MA50/200,2026-07-08,2026-07-10,9366.571880739453
MOM63,2000-01-11,2000-02-01,-2073.9298111326902
MOM63,2000-02-03,2000-02-24,-15632.659803406836
MOM63,2000-01-24,2000-02-28,6061.288962221597
MOM63,2000-02-10,2000-03-03,11211.139149053899
MOM63,2000-02-29,2000-03-22,-20706.30454975033
MOM63,2000-03-09,2000-04-12,34.70217120988403
MOM63,2000-03-23,2000-04-12,-13289.993203059947
MOM63,2000-03-15,2000-04-18,5087.349348323753
MOM63,2000-04-12,2000-05-03,-5505.645057780616
MOM63,2000-04-13,2000-05-12,11147.795180183328
MOM63,2000-04-18,2000-05-15,4435.344941582582
MOM63,2000-06-05,2000-06-23,67.57701640744767
MOM63,2000-06-06,2000-06-29,11157.876781863353
MOM63,2000-06-23,2000-07-26,6397.779051429439
MOM63,2000-08-14,2000-09-18,-4798.85615699469
MOM63,2000-10-03,2000-11-06,9338.982181823243
MOM63,2000-10-16,2000-11-14,4667.262126004263
MOM63,2000-10-19,2000-11-16,4600.845012495782
MOM63,2001-01-24,2001-02-08,6086.253527951314
MOM63,2001-02-09,2001-03-01,6209.12489174225
MOM63,2001-01-26,2001-03-02,-13632.71426320208
MOM63,2001-01-29,2001-03-05,-13801.294085401569
MOM63,2001-03-07,2001-03-21,8034.654830136995
MOM63,2001-03-06,2001-04-09,-10687.542161499476
MOM63,2001-05-23,2001-06-13,-7257.509424741794
MOM63,2001-05-30,2001-06-21,11127.590979076347
MOM63,2001-05-29,2001-07-02,12159.386238770074
MOM63,2001-07-09,2001-08-02,11227.914417953009
MOM63,2001-07-18,2001-08-08,6691.510610425528
MOM63,2001-08-08,2001-08-28,6054.030626279039
MOM63,2001-08-28,2001-09-19,6189.897513577915
MOM63,2001-09-27,2001-10-31,4341.843403104717
MOM63,2001-09-28,2001-11-01,3984.558366022756
MOM63,2001-11-01,2001-11-21,10977.336728848777
MOM63,2001-11-06,2001-11-23,4387.0967219537
MOM63,2001-11-09,2001-12-13,6493.364863839047
MOM63,2002-01-02,2002-01-23,-1223.1307507050792
MOM63,2001-12-31,2002-01-31,11564.178929826332
MOM63,2002-01-14,2002-02-13,11159.304539232031
MOM63,2002-02-15,2002-03-22,2884.1140901002245
MOM63,2002-05-07,2002-06-11,4639.401454101363
MOM63,2002-06-28,2002-08-02,-5521.002242350105
MOM63,2002-07-29,2002-08-30,4556.3070177559875
MOM63,2002-08-21,2002-09-13,6007.549731553496
MOM63,2002-08-14,2002-09-18,2735.985691014465
MOM63,2002-09-11,2002-10-15,4856.266052753997
MOM63,2002-09-26,2002-10-25,4569.671828948481
MOM63,2002-10-18,2002-11-04,9327.231335883494
MOM63,2002-10-15,2002-11-08,5154.312144155985
MOM63,2002-10-25,2002-11-15,4347.149224554465
MOM63,2002-11-04,2002-11-20,8994.691065164634
MOM63,2002-11-08,2002-12-11,11190.72846382318
MOM63,2003-06-09,2003-06-26,8714.861154910037
MOM63,2003-07-25,2003-08-28,1299.382373055902
MOM63,2003-09-18,2003-10-22,-1557.110480851156
MOM63,2003-10-22,2003-11-25,4444.841548375772
MOM63,2003-11-25,2003-12-31,9691.278342094256
MOM63,2004-01-05,2004-02-09,3054.005769561785
MOM63,2004-02-09,2004-03-15,-3663.707783743728
MOM63,2004-03-22,2004-04-14,14290.357741861242
MOM63,2004-03-29,2004-04-20,-589.1149401906263
MOM63,2004-06-10,2004-07-06,-3136.716002856428
MOM63,2004-08-05,2004-08-26,12189.948699489945
MOM63,2004-10-04,2004-11-05,6526.849737958618
MOM63,2004-11-02,2004-11-15,21690.806435523697
MOM63,2004-10-20,2004-11-23,-9465.979463331818
MOM63,2004-11-23,2004-12-29,7457.491392852287
MOM63,2004-12-29,2005-02-02,-5300.210956478047
MOM63,2005-02-02,2005-03-09,3512.8565485228237
MOM63,2005-03-09,2005-03-16,-3123.8628765859958
MOM63,2005-03-15,2005-04-12,12829.267330482815
MOM63,2005-04-13,2005-05-17,10126.741872490364
MOM63,2005-05-19,2005-06-15,13071.006196994904
MOM63,2005-06-15,2005-07-20,6241.875244036587
MOM63,2005-07-06,2005-08-09,5865.303035272144
MOM63,2005-08-09,2005-09-13,-214.4109157571718
MOM63,2005-09-13,2005-10-06,-6236.391236738917
MOM63,2005-09-19,2005-10-21,-12978.042407422063
MOM63,2005-10-21,2005-11-25,-8884.129921947297
MOM63,2005-11-25,2005-12-30,-4302.672587136581
MOM63,2005-12-30,2006-02-06,3883.83095597925
MOM63,2006-02-06,2006-03-13,3410.3978680765144
MOM63,2006-02-28,2006-03-29,13232.671930262095
MOM63,2006-03-29,2006-05-03,1521.0820363728242
MOM63,2006-04-07,2006-05-12,8119.215374865729
MOM63,2006-05-30,2006-06-21,12651.43082446951
MOM63,2006-06-21,2006-07-24,12850.280413720864
MOM63,2006-08-01,2006-08-23,12724.354663488404
MOM63,2006-08-23,2006-09-27,8119.0743977676975
MOM63,2006-09-27,2006-10-31,7887.667912663524
MOM63,2006-10-31,2006-12-05,7177.946596405064
MOM63,2006-12-05,2007-01-11,1499.4678516142067
MOM63,2007-01-11,2007-02-15,6386.353356316186
MOM63,2007-02-15,2007-03-05,-5845.563387773594
MOM63,2007-03-13,2007-04-17,3472.9699487398193
MOM63,2007-04-17,2007-05-21,8714.389679792794
MOM63,2007-05-21,2007-06-25,-2492.116101258164
MOM63,2007-08-08,2007-09-12,6473.3858456612215
MOM63,2007-08-20,2007-09-18,4814.038205060953
MOM63,2007-08-21,2007-09-20,4602.786308677896
MOM63,2007-09-18,2007-10-17,13031.748579702551
MOM63,2007-11-02,2007-11-23,-12746.204648416462
MOM63,2007-11-16,2007-12-12,4799.684120143926
MOM63,2007-11-20,2007-12-18,5007.432248241621
MOM63,2007-12-12,2008-01-17,-20174.180583813664
MOM63,2007-12-28,2008-02-04,-9618.241640881008
MOM63,2007-12-31,2008-02-05,-15010.881166489733
MOM63,2008-01-24,2008-02-14,4367.94297284886
MOM63,2008-02-27,2008-03-17,6222.121475609228
MOM63,2008-03-11,2008-04-08,4921.700863692641
MOM63,2008-03-18,2008-04-09,4488.416969772631
MOM63,2008-04-10,2008-05-08,12187.98558197489
MOM63,2008-04-11,2008-05-15,-2307.577886320457
MOM63,2008-05-12,2008-06-16,-4262.4534893635255
MOM63,2008-06-24,2008-07-09,6754.8848160799425
MOM63,2008-06-17,2008-07-22,-273.5219913153018
MOM63,2008-06-18,2008-07-23,5991.880580979758
MOM63,2008-07-16,2008-08-06,4508.952565694193
MOM63,2008-07-25,2008-08-28,3372.0435047154247
MOM63,2008-09-02,2008-10-06,-37086.49281967826
MOM63,2008-09-19,2008-10-23,-10567.026507047032
MOM63,2009-04-17,2009-05-18,10338.137483502951
MOM63,2009-05-04,2009-05-22,2211.4504455881042
MOM63,2009-05-22,2009-06-01,10929.20020497578
MOM63,2009-06-01,2009-06-19,1549.5351823315389
MOM63,2009-10-21,2009-11-10,6515.679921666666
MOM63,2009-11-10,2009-11-25,8647.421261699123
MOM63,2009-11-27,2009-12-14,10015.456075531527
MOM63,2009-12-17,2010-01-04,10784.364221005566
MOM63,2010-01-11,2010-02-10,-7585.882055240228
MOM63,2010-01-21,2010-02-10,-12715.68321943748
MOM63,2010-02-16,2010-03-22,7719.7280688793
MOM63,2010-03-05,2010-04-09,8807.208764772178
MOM63,2010-04-09,2010-05-13,-496.87998909774615
MOM63,2010-05-25,2010-06-11,4338.629240988925
MOM63,2010-05-27,2010-06-16,4360.121434900164
MOM63,2010-06-17,2010-07-01,6230.746011386572
MOM63,2010-06-11,2010-07-07,4247.185191480356
MOM63,2010-06-16,2010-07-13,4624.3688521595595
MOM63,2010-07-07,2010-08-06,4329.195244372351
MOM63,2010-08-09,2010-08-23,6519.154311264353
MOM63,2010-08-11,2010-09-03,11929.214481117102
MOM63,2010-08-12,2010-09-03,11606.872960445973
MOM63,2010-08-27,2010-10-01,-8933.371959012364
MOM63,2010-09-07,2010-10-11,7698.229393468768
MOM63,2010-09-08,2010-10-12,7868.28163342504
MOM63,2010-11-29,2010-12-10,20741.90330721572
MOM63,2010-12-07,2011-01-11,7541.674936093164
MOM63,2011-01-11,2011-02-15,7941.730497042601
MOM63,2011-03-07,2011-03-18,-11911.824346224852
MOM63,2011-02-15,2011-03-22,-3236.938846160654
MOM63,2011-03-25,2011-04-29,6991.741176349613
MOM63,2011-04-29,2011-06-02,-6193.634709931824
MOM63,2011-06-06,2011-07-11,10676.94638907658
MOM63,2011-07-11,2011-08-10,-40145.62970696146
MOM63,2011-08-15,2011-09-15,4622.435840405553
MOM63,2011-08-16,2011-09-15,4654.054383943202
MOM63,2011-09-15,2011-10-12,4323.360396066504
MOM63,2011-09-16,2011-10-13,4318.618616081739
MOM63,2011-10-12,2011-11-15,4162.792534364646
MOM63,2011-10-13,2011-11-16,3658.640868400473
MOM63,2011-11-03,2011-11-23,-19264.78413010628
MOM63,2011-11-21,2011-12-12,10972.976138647122
MOM63,2011-11-22,2011-12-13,4788.408423316629
MOM63,2011-12-08,2011-12-22,11922.43504923117
MOM63,2011-12-22,2012-01-06,11556.994551219981
MOM63,2011-12-28,2012-02-02,9886.831698786616
MOM63,2011-12-29,2012-02-02,11351.34759024335
MOM63,2012-02-10,2012-02-24,14565.726648826345
MOM63,2012-02-02,2012-03-08,5847.793324927157
MOM63,2012-03-06,2012-03-19,22574.237756654788
MOM63,2012-03-08,2012-04-12,3118.457833038103
MOM63,2012-04-12,2012-05-15,-5226.275071070156
MOM63,2012-05-04,2012-06-08,4100.747120078542
MOM63,2012-06-08,2012-06-29,11767.607417824318
MOM63,2012-07-24,2012-08-27,9824.008972973696
MOM63,2012-08-07,2012-09-11,5005.180535625247
MOM63,2012-09-11,2012-10-15,725.113118934111
MOM63,2012-10-15,2012-11-08,-6824.209190107427
MOM63,2012-11-05,2012-11-16,-22862.73187163837
MOM63,2012-11-14,2012-12-19,87.0984653822329
MOM63,2012-12-19,2013-01-08,12653.296133057622
MOM63,2013-01-11,2013-02-15,7465.665892515262
MOM63,2013-02-15,2013-03-22,6303.868303480507
MOM63,2013-03-22,2013-04-26,4007.639425799319
MOM63,2013-04-26,2013-05-31,7368.213443447348
MOM63,2013-07-05,2013-08-08,8393.047802854766
MOM63,2013-08-08,2013-08-19,-5298.833844512761
MOM63,2013-08-28,2013-10-02,7835.131441818099
MOM63,2013-10-15,2013-11-07,13665.934514210903
MOM63,2013-11-07,2013-12-12,4342.561162253237
MOM63,2013-12-18,2014-01-24,-317.421661513958
MOM63,2014-02-11,2014-03-18,6439.737633876411
MOM63,2014-02-19,2014-03-24,12621.729334773692
MOM63,2014-03-25,2014-04-11,-4034.0894086569288
MOM63,2014-04-07,2014-05-02,13125.770511479863
MOM63,2014-05-02,2014-06-06,8509.009572862244
MOM63,2014-06-06,2014-07-11,3173.589128028178
MOM63,2014-07-11,2014-08-14,-1799.8206826267726
MOM63,2014-08-14,2014-09-18,7077.04756227285
MOM63,2014-09-18,2014-10-01,-4395.120394006018
MOM63,2014-10-08,2014-11-11,10268.032828975034
MOM63,2014-11-11,2014-12-16,-651.2685505236739
MOM63,2014-12-24,2015-01-30,-4952.9964937083105
MOM63,2015-01-28,2015-02-27,12677.01781527361
MOM63,2015-02-27,2015-03-10,-4158.446132426275
MOM63,2015-03-18,2015-04-22,453.8433784527439
MOM63,2015-03-24,2015-04-22,12431.778491636018
MOM63,2015-04-22,2015-05-27,2110.2943437319923
MOM63,2015-05-12,2015-06-11,13463.555326092577
MOM63,2015-06-11,2015-06-29,-1911.7488773715252
MOM63,2015-06-15,2015-07-13,12858.64242000208
MOM63,2015-07-13,2015-08-10,14096.837273241374
MOM63,2015-08-26,2015-09-10,4660.18761835836
MOM63,2015-08-27,2015-09-15,4535.519783928954
MOM63,2015-09-10,2015-10-02,5294.56101481806
MOM63,2015-09-16,2015-10-08,13799.327654105178
MOM63,2015-09-23,2015-10-15,11187.04390952294
MOM63,2015-10-08,2015-11-11,11999.103408840532
MOM63,2015-11-25,2015-12-09,-14849.111297983927
MOM63,2015-12-18,2016-01-26,-678.389188151061
MOM63,2016-01-29,2016-03-01,13744.39422087457
MOM63,2016-02-16,2016-03-10,4603.373282142813
MOM63,2016-02-17,2016-03-10,4573.406359385228
MOM63,2016-04-05,2016-04-18,17170.92281175765
MOM63,2016-03-16,2016-04-20,8907.220869158868
MOM63,2016-04-20,2016-05-24,-2661.938560984311
MOM63,2016-05-17,2016-05-31,16306.607693404343
MOM63,2016-05-31,2016-06-27,-3460.312058548695
MOM63,2016-07-01,2016-08-04,12435.155790066987
MOM63,2016-08-04,2016-09-08,2068.7720119265555
MOM63,2016-09-08,2016-10-12,-2943.613976695723
MOM63,2016-10-07,2016-11-10,10515.705012598963
MOM63,2016-11-10,2016-12-05,12376.053049310418
MOM63,2016-12-06,2017-01-11,7278.334509818683
MOM63,2017-01-11,2017-02-15,8346.848745646857
MOM63,2017-02-15,2017-03-22,188.8362224637661
MOM63,2017-03-22,2017-04-26,3801.8817878110012
MOM63,2017-04-26,2017-05-31,2697.4429459335706
MOM63,2017-06-01,2017-07-06,-1115.5659920601317
MOM63,2017-07-06,2017-08-09,6546.740079316401
MOM63,2017-08-09,2017-09-13,2488.548474511444
MOM63,2017-08-25,2017-09-29,8712.12413458532
MOM63,2017-09-29,2017-11-02,7292.473916443186
MOM63,2017-11-02,2017-12-07,6600.184110691342
MOM63,2017-12-07,2018-01-12,12115.885630171784
MOM63,2018-01-12,2018-02-16,1407.078093296234
MOM63,2018-04-03,2018-04-20,12259.899959391169
MOM63,2018-04-20,2018-05-09,13273.225596346007
MOM63,2018-05-10,2018-05-24,130.81676546509274
MOM63,2018-05-29,2018-06-20,12712.217081344095
MOM63,2018-06-20,2018-07-25,6868.285835594922
MOM63,2018-07-25,2018-08-28,4755.984069376369
MOM63,2018-08-28,2018-10-02,2149.2593023525906
MOM63,2018-10-02,2018-10-11,-4387.793672286783
MOM63,2018-10-18,2018-11-07,12181.33583724321
MOM63,2018-11-07,2018-12-13,-13209.907802603902
MOM63,2018-12-26,2019-01-10,5180.102480167163
MOM63,2018-12-27,2019-01-11,5922.4152551516345
MOM63,2019-01-31,2019-02-13,13204.261231076947
MOM63,2019-01-10,2019-02-14,6197.753483059535
MOM63,2019-02-15,2019-03-07,-1210.2984401446474
MOM63,2019-03-06,2019-04-09,8567.729848657535
MOM63,2019-04-09,2019-05-14,-1447.2196772659404
MOM63,2019-05-21,2019-05-31,-5357.387647338081
MOM63,2019-06-13,2019-06-26,6844.716534466707
MOM63,2019-06-28,2019-07-12,18302.301769481182
MOM63,2019-07-12,2019-08-05,-3549.7692801888916
MOM63,2019-08-15,2019-09-16,11668.731437902037
MOM63,2019-09-05,2019-09-18,12246.557068362215
MOM63,2019-09-18,2019-10-01,-2170.0678227241115
MOM63,2019-10-14,2019-11-15,1579.1541752950743
MOM63,2019-11-15,2019-12-20,7972.554818755775
MOM63,2019-12-20,2020-01-28,5497.007077208304
MOM63,2020-02-06,2020-02-27,-3553.48431118398
MOM63,2020-04-27,2020-05-11,4207.1552263135845
MOM63,2020-04-28,2020-05-20,4443.6704305605235
MOM63,2020-05-29,2020-06-05,10669.313274872073
MOM63,2020-05-11,2020-06-15,179.67964327808875
MOM63,2020-05-20,2020-06-24,2226.4183417502095
MOM63,2020-06-05,2020-06-25,-10542.229507964088
MOM63,2020-06-25,2020-07-06,9294.22982310695
MOM63,2020-07-07,2020-07-20,11109.699499695967
MOM63,2020-07-06,2020-07-29,10595.893182277174
MOM63,2020-07-02,2020-08-06,8782.171969662024
MOM63,2020-08-17,2020-08-27,10528.398699451149
MOM63,2020-08-19,2020-09-23,-41.77440940516382
MOM63,2020-08-20,2020-09-24,162.01572596092367
MOM63,2020-11-06,2020-11-23,8847.625528277162
MOM63,2020-11-05,2020-11-25,11522.061284659578
MOM63,2020-11-09,2020-11-27,10790.432006240368
MOM63,2020-11-23,2020-12-08,10587.463044700135
MOM63,2020-12-09,2020-12-30,7608.59534940392
MOM63,2020-12-30,2021-01-20,10648.568620793714
MOM63,2021-01-04,2021-02-03,12090.406340878653
MOM63,2021-01-25,2021-02-11,8967.716326203983
MOM63,2021-02-18,2021-03-10,3665.6580960890224
MOM63,2021-03-08,2021-03-22,11154.938836581656
MOM63,2021-03-10,2021-03-26,10432.295181860056
MOM63,2021-04-01,2021-05-06,8310.392208131656
MOM63,2021-05-19,2021-06-03,10286.948802395009
MOM63,2021-05-07,2021-06-11,512.689661622105
MOM63,2021-06-11,2021-07-16,4822.049961847593
MOM63,2021-07-21,2021-08-24,5593.212428953092
MOM63,2021-08-18,2021-08-31,18951.71375692652
MOM63,2021-08-24,2021-09-28,-2594.849553442214
MOM63,2021-09-17,2021-09-30,-13505.461032661731
MOM63,2021-09-28,2021-10-13,11119.094054688168
MOM63,2021-09-29,2021-10-14,12140.343511088458
MOM63,2021-10-14,2021-11-17,9870.216268549348
MOM63,2021-11-22,2021-12-06,-13362.883186619143
MOM63,2021-12-02,2021-12-16,5368.221666932471
MOM63,2021-12-06,2021-12-20,4518.620176156505
MOM63,2021-11-17,2021-12-22,1098.1134791891573
MOM63,2021-12-20,2021-12-23,11007.58396340797
MOM63,2021-12-22,2022-01-05,2423.6049860881294
MOM63,2021-12-23,2022-01-21,-5728.442220904753
MOM63,2022-01-18,2022-02-07,-1168.0492210234338
MOM63,2022-01-28,2022-02-16,4308.756662681636
MOM63,2022-01-31,2022-03-07,-1031.0519362949042
MOM63,2022-02-16,2022-03-18,5049.522084889259
MOM63,2022-03-09,2022-03-23,4671.34985923024
MOM63,2022-03-18,2022-04-04,4760.729259130485
MOM63,2022-03-23,2022-04-18,4588.928847561212
MOM63,2022-04-04,2022-05-09,-37688.4391577394
MOM63,2022-04-06,2022-05-11,-26919.18200328827
MOM63,2022-04-21,2022-05-25,-16802.64939463503
MOM63,2022-05-13,2022-06-03,4414.376975437928
MOM63,2022-07-29,2022-09-01,972.8793544900784
MOM63,2022-08-01,2022-09-02,1534.9390068919495
MOM63,2022-08-02,2022-09-06,2540.766458744678
MOM63,2022-09-07,2022-09-22,6796.091530424303
MOM63,2022-09-09,2022-10-13,-16444.72742733935
MOM63,2022-09-12,2022-10-14,-25088.855014309935
MOM63,2022-12-07,2022-12-21,6043.42546374011
MOM63,2022-11-28,2023-01-03,5999.368799758289
MOM63,2022-12-06,2023-01-10,12476.562428149507
MOM63,2023-01-03,2023-01-18,10117.217453792058
MOM63,2023-01-04,2023-02-08,3083.3199232688416
MOM63,2023-02-01,2023-02-28,-5052.551198905044
MOM63,2023-02-21,2023-03-21,11107.56341491135
MOM63,2023-02-22,2023-03-27,12520.868984224195
MOM63,2023-03-22,2023-04-05,11733.545175722713
MOM63,2023-03-23,2023-04-21,11375.88406432415
MOM63,2023-04-13,2023-05-04,-2573.2720494591126
MOM63,2023-05-18,2023-06-23,7183.199291332856
MOM63,2023-06-23,2023-07-28,10713.902788388452
MOM63,2023-07-28,2023-08-31,-4255.967696497453
MOM63,2023-08-31,2023-09-21,-6025.219802520022
MOM63,2023-10-04,2023-11-01,12547.505284106466
MOM63,2023-11-13,2023-12-18,-17070.637184700605
MOM63,2023-12-18,2024-01-24,6742.273967632473
MOM63,2024-02-13,2024-02-27,17805.883637899427
MOM63,2024-01-24,2024-02-28,9103.31689790337
MOM63,2024-02-28,2024-04-03,6519.634854551137
MOM63,2024-04-03,2024-05-07,-1721.9514616215708
MOM63,2024-05-07,2024-06-11,8216.163398701961
MOM63,2024-06-11,2024-07-17,8962.262587956418
MOM63,2024-07-17,2024-08-20,1021.0777048831974
MOM63,2024-08-08,2024-08-29,5193.372813017276
MOM63,2024-11-08,2024-12-13,1841.0022347155934
MOM63,2024-12-13,2025-01-22,1973.1269783410773
MOM63,2025-01-21,2025-02-03,-7234.435943826364
MOM63,2025-01-10,2025-02-12,12342.682114852849
MOM63,2025-02-06,2025-02-20,6120.520704637537
MOM63,2025-02-20,2025-03-05,-31266.15936322497
MOM63,2025-03-17,2025-04-21,-22088.9279628301
MOM63,2025-04-09,2025-04-24,4883.309239084326
MOM63,2025-04-14,2025-04-29,4504.510039527016
MOM63,2025-04-24,2025-05-29,4021.784745582383
MOM63,2025-04-29,2025-06-03,3665.658873612599
MOM63,2025-06-03,2025-06-16,6552.971856523121
MOM63,2025-07-07,2025-07-18,10435.746604064294
MOM63,2025-06-25,2025-07-30,8363.859795370257
MOM63,2025-07-30,2025-09-03,3320.800656077996
MOM63,2025-09-02,2025-09-15,17611.266166606823
MOM63,2025-09-03,2025-10-07,8043.131813071119
MOM63,2025-09-25,2025-10-08,14047.164671794346
MOM63,2025-10-23,2025-11-05,6652.522278686835
MOM63,2025-10-08,2025-11-11,3324.9222023115303
MOM63,2025-11-17,2025-12-02,11794.83193113475
MOM63,2025-11-26,2025-12-10,10744.672900505002
MOM63,2025-12-18,2026-01-02,12919.999625160912
MOM63,2025-12-02,2026-01-07,2638.026034131205
MOM63,2026-01-14,2026-01-28,7746.825274244654
MOM63,2026-01-07,2026-02-11,1669.4289175455544
MOM63,2026-01-29,2026-03-05,-988.3925189474465
MOM63,2026-03-10,2026-04-08,6082.771518043519
MOM63,2026-03-11,2026-04-08,5783.72923925978
MOM63,2026-04-17,2026-04-30,9794.791461516932
MOM63,2026-04-08,2026-05-12,-7994.041805759629
MOM63,2026-04-30,2026-05-13,15294.019039089915
MOM63,2026-05-14,2026-05-28,9703.128021627048
MOM63,2026-05-22,2026-06-29,-381.1079047512431
MOM63,2026-06-22,2026-07-06,10140.217640884703
MOM63,2026-06-30,2026-07-10,1549.4709118039302
MOM63,2026-07-08,2026-07-10,9366.571880739453
DONCH100,2000-01-11,2000-02-01,-2073.9298111326902
DONCH100,2000-02-03,2000-02-24,-15632.659803406836
DONCH100,2000-01-24,2000-02-28,6061.288962221597
DONCH100,2000-02-10,2000-03-03,11211.139149053899
DONCH100,2000-03-17,2000-03-23,8966.21628070544
DONCH100,2000-02-29,2000-04-03,-10308.158914944035
DONCH100,2000-03-08,2000-04-11,-9344.228938011653
DONCH100,2000-03-23,2000-04-12,-13289.993203059947
DONCH100,2000-04-13,2000-05-12,11147.795180183328
DONCH100,2000-04-12,2000-05-15,12733.181727244762
DONCH100,2000-06-07,2000-06-27,1473.0147572335686
DONCH100,2000-06-06,2000-06-29,11157.876781863353
DONCH100,2000-06-05,2000-06-30,12226.752046951371
DONCH100,2000-08-14,2000-09-18,-4798.85615699469
DONCH100,2000-10-03,2000-11-06,9338.982181823243
DONCH100,2000-10-16,2000-11-14,4667.262126004263
DONCH100,2000-10-19,2000-11-16,4600.845012495782
DONCH100,2001-01-24,2001-02-08,6086.253527951314
DONCH100,2001-02-09,2001-03-01,6209.12489174225
DONCH100,2001-03-07,2001-03-21,8034.654830136995
DONCH100,2001-03-06,2001-04-09,-10687.542161499476
DONCH100,2001-05-23,2001-06-27,-791.5940176715524
DONCH100,2001-05-29,2001-07-02,12159.386238770074
DONCH100,2001-06-14,2001-07-06,7207.003993450212
DONCH100,2001-07-09,2001-08-08,7185.943664578713
DONCH100,2001-07-19,2001-08-22,5389.896709938683
DONCH100,2001-07-20,2001-08-23,5535.852540634797
DONCH100,2001-08-08,2001-08-28,6054.030626279039
DONCH100,2001-08-28,2001-09-19,6189.897513577915
DONCH100,2001-09-27,2001-10-31,4341.843403104717
DONCH100,2001-09-28,2001-11-01,3984.558366022756
DONCH100,2001-11-01,2001-11-21,10977.336728848777
DONCH100,2001-11-06,2001-11-23,4387.0967219537
DONCH100,2002-01-02,2002-01-23,-1223.1307507050792
DONCH100,2001-12-31,2002-01-31,11564.178929826332
DONCH100,2002-01-14,2002-02-13,11159.304539232031
DONCH100,2002-02-15,2002-03-20,11088.203228915478
DONCH100,2002-02-20,2002-03-22,11754.785715356064
DONCH100,2002-02-21,2002-03-27,-167.47246696466692
DONCH100,2002-03-22,2002-04-03,-2376.6000169337863
DONCH100,2002-05-07,2002-06-11,4639.401454101363
DONCH100,2002-06-28,2002-08-02,-5521.002242350105
DONCH100,2002-07-29,2002-08-30,4556.3070177559875
DONCH100,2002-08-21,2002-09-13,6007.549731553496
DONCH100,2002-08-14,2002-09-18,2735.985691014465
DONCH100,2002-09-11,2002-10-15,4856.266052753997
DONCH100,2002-09-26,2002-10-25,4569.671828948481
DONCH100,2002-10-15,2002-11-08,5154.312144155985
DONCH100,2002-10-25,2002-11-15,4347.149224554465
DONCH100,2002-11-01,2002-12-06,4961.141534244211
DONCH100,2002-11-08,2002-12-11,11190.72846382318
DONCH100,2002-11-15,2002-12-20,10215.81933413734
DONCH100,2003-06-09,2003-06-26,8714.861154910037
DONCH100,2003-07-25,2003-08-28,1299.382373055902
DONCH100,2003-09-18,2003-10-22,-1557.110480851156
DONCH100,2003-10-22,2003-11-25,4444.841548375772
DONCH100,2003-11-25,2003-12-31,9691.278342094256
DONCH100,2004-01-05,2004-02-09,3054.005769561785
DONCH100,2004-02-09,2004-03-15,-3663.707783743728
DONCH100,2004-03-22,2004-04-14,14290.357741861242
DONCH100,2004-03-29,2004-04-30,-2438.1836428011143
DONCH100,2004-06-07,2004-07-06,-4072.3945606492202
DONCH100,2004-08-05,2004-08-26,12189.948699489945
DONCH100,2004-09-07,2004-09-27,-3239.162794873044
DONCH100,2004-10-01,2004-10-14,-3412.8603561709697
DONCH100,2004-11-02,2004-11-15,21690.806435523697
DONCH100,2004-10-28,2004-12-02,10594.067234931574
DONCH100,2004-12-02,2005-01-06,-333.5916608241237
DONCH100,2005-01-06,2005-02-10,1136.3945004993207
DONCH100,2005-01-20,2005-02-17,13079.672190397025
DONCH100,2005-02-17,2005-03-22,-4987.193966683179
DONCH100,2005-03-18,2005-04-12,12681.172948826492
DONCH100,2005-04-15,2005-05-10,12227.474634614398
DONCH100,2005-05-12,2005-06-10,12819.837435457226
DONCH100,2005-06-13,2005-07-18,4376.061460550687
DONCH100,2005-06-27,2005-08-01,3398.973661637285
DONCH100,2005-08-01,2005-09-02,-3152.302758503135
DONCH100,2005-09-02,2005-10-05,-3879.2138772674834
DONCH100,2005-09-28,2005-11-01,5858.340075884836
DONCH100,2005-11-09,2005-12-14,5076.572477217291
DONCH100,2005-12-14,2006-01-20,-58.26007624624633
DONCH100,2006-01-24,2006-02-28,2401.821014981273
DONCH100,2006-02-28,2006-04-03,3298.700166176545
DONCH100,2006-04-03,2006-05-08,5648.737324397113
DONCH100,2006-05-08,2006-05-17,-6300.769653524334
DONCH100,2006-05-30,2006-06-21,12651.43082446951
DONCH100,2006-06-21,2006-07-24,12850.280413720864
DONCH100,2006-08-01,2006-08-23,12724.354663488404
DONCH100,2006-08-23,2006-09-27,6791.40126942567
DONCH100,2006-09-27,2006-10-31,7887.667912663524
DONCH100,2006-10-31,2006-12-05,7177.946596405064
DONCH100,2006-12-05,2007-01-11,1499.4678516142067
DONCH100,2007-01-11,2007-02-15,6386.353356316186
DONCH100,2007-02-15,2007-03-01,-5088.420286447212
DONCH100,2007-03-13,2007-04-17,3472.9699487398193
DONCH100,2007-04-17,2007-05-21,8714.389679792794
DONCH100,2007-05-21,2007-06-25,-2492.116101258164
DONCH100,2007-08-08,2007-09-12,6473.3858456612215
DONCH100,2007-08-20,2007-09-18,4814.038205060953
DONCH100,2007-08-21,2007-09-20,4602.786308677896
