date,n_bcd_open,total_debit,cash_baseline,consumed_pct,cash_remaining,crowdout,max_entry_vix,opp_cost_today,cum_opp_cost
2025-09-03,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2097.51
2025-09-04,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2105.79
2025-09-05,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2114.06
2025-09-08,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2122.34
2025-09-09,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2130.62
2025-09-10,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2138.89
2025-09-11,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2147.17
2025-09-12,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2155.44
2025-09-15,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2163.72
2025-09-16,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2172.0
2025-09-17,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2180.27
2025-09-18,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2188.55
2025-09-19,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2196.83
2025-09-22,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2205.1
2025-09-23,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2213.38
2025-09-24,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2221.65
2025-09-25,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2229.93
2025-09-26,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2238.21
2025-09-29,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2246.48
2025-09-30,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2254.76
2025-10-01,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2263.04
2025-12-11,1,33126.0,37046.0,89.4,3920.0,False,14.85,9.08,2272.11
2025-12-12,1,33126.0,37046.0,89.4,3920.0,False,14.85,9.08,2281.19
2025-12-15,1,33126.0,37046.0,89.4,3920.0,False,14.85,9.08,2290.26
2025-12-16,1,33126.0,37046.0,89.4,3920.0,False,14.85,9.08,2299.34
2025-12-19,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2308.34
2025-12-22,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2317.34
2025-12-23,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2326.35
2025-12-24,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2335.35
2025-12-25,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2344.35
2025-12-26,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2353.36
2025-12-29,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2362.36
2025-12-30,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2371.36
2025-12-31,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2380.36
2026-01-01,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2389.37
2026-01-02,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2398.37
2026-01-05,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2407.37
2026-01-06,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2416.38
2026-01-07,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2425.38
2026-01-08,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2434.38
2026-01-09,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2443.38
2026-01-12,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2452.39
2026-01-13,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2461.39
2026-01-14,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2470.39
2026-01-15,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2479.4
2026-01-16,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2488.4
2026-01-19,1,32860.0,37046.0,88.7,4186.0,False,14.91,9.0,2497.4
