variant,entry_date,strategy,n_contracts,pnl_per_contract,total_pnl,total_bp,pnl_pct,source,expiry_proxy,sizing
V1b_weekly_catchup,2000-11-15,Iron Condor (High Vol),1,5565.080814535621,5565.080814535621,32220.22867009638,0.17272009058398077,bootstrap,2000-12-20,S1_1contract
V1b_weekly_catchup,2000-12-05,Iron Condor (High Vol),1,4762.915462612854,4762.915462612854,29888.472475485923,0.15935626909402364,bootstrap,2001-01-09,S1_1contract
V1b_weekly_catchup,2000-12-11,Iron Condor (High Vol),1,5395.027022317018,5395.027022317018,32776.41753780596,0.16460087549513683,bootstrap,2001-01-15,S1_1contract
V1b_weekly_catchup,2000-12-27,Iron Condor (High Vol),1,3393.616512340607,3393.616512340607,55132.6460185841,0.061553666609737684,bootstrap,2001-01-31,S1_1contract
V1b_weekly_catchup,2001-01-03,Iron Condor (High Vol),1,4022.8839067778445,4022.8839067778445,65134.9523696098,0.06176229137237864,bootstrap,2001-02-07,S1_1contract
V1b_weekly_catchup,2001-01-10,Iron Condor (High Vol),1,4420.616639471653,4420.616639471653,25448.913184150646,0.17370551769671536,bootstrap,2001-02-14,S1_1contract
V1b_weekly_catchup,2001-01-16,Bear Call Spread (High Vol),1,-4282.297141988138,-4282.297141988138,33555.16834119486,-0.12761959941446235,bootstrap,2001-02-20,S1_1contract
V1b_weekly_catchup,2001-01-22,Iron Condor (High Vol),1,4486.687547581623,4486.687547581623,25677.28071783368,0.17473374992023502,bootstrap,2001-02-26,S1_1contract
V1b_weekly_catchup,2001-01-29,Iron Condor (High Vol),1,4422.455127916913,4422.455127916913,66516.59680261309,0.0664864911991886,bootstrap,2001-03-05,S1_1contract
V1b_weekly_catchup,2001-02-05,Bull Put Spread (High Vol),1,603.8599900997143,603.8599900997143,27279.276901204204,0.02213621689045056,bootstrap,2001-03-12,S1_1contract
V1b_weekly_catchup,2001-02-20,Bear Call Spread (High Vol),1,3283.7068628928146,3283.7068628928146,31893.902183403156,0.10295719990643161,bootstrap,2001-03-27,S1_1contract
V1b_weekly_catchup,2001-03-06,Iron Condor (High Vol),1,-4676.406503752646,-4676.406503752646,30628.974399924868,-0.15267917373570683,engine_exact_d+0,2001-04-10,S1_1contract
V1b_weekly_catchup,2001-03-26,Iron Condor (High Vol),1,3768.1174941506197,3768.1174941506197,55051.64280203674,0.06844695820796126,bootstrap,2001-04-30,S1_1contract
V1b_weekly_catchup,2001-04-10,Iron Condor (High Vol),1,4394.37192179752,4394.37192179752,26496.701734981794,0.16584599720183021,bootstrap,2001-05-15,S1_1contract
V1b_weekly_catchup,2001-04-16,Bear Call Spread (High Vol),1,2912.4307335659355,2912.4307335659355,30531.458691186403,0.09539114272344526,bootstrap,2001-05-21,S1_1contract
V1b_weekly_catchup,2001-04-23,Iron Condor (High Vol),1,4202.077706785683,4202.077706785683,56384.083763259645,0.07452595531088142,bootstrap,2001-05-28,S1_1contract
V1b_weekly_catchup,2001-04-30,Iron Condor (High Vol),1,3103.989677265354,3103.989677265354,45639.91472353951,0.06801041798757837,bootstrap,2001-06-04,S1_1contract
V1b_weekly_catchup,2001-05-07,Iron Condor (High Vol),1,4965.630540353246,4965.630540353246,30905.904651436238,0.16066931534141282,bootstrap,2001-06-11,S1_1contract
V1b_weekly_catchup,2001-05-14,Iron Condor (High Vol),1,5172.799295528579,5172.799295528579,30353.7128333275,0.17041734973024436,bootstrap,2001-06-18,S1_1contract
V1b_weekly_catchup,2001-05-23,Bull Put Spread (High Vol),1,-2185.728788526446,-2185.728788526446,21081.75218832659,-0.10367870606773993,engine_exact_d+0,2001-06-27,S1_1contract
V1b_weekly_catchup,2001-05-29,Iron Condor (High Vol),1,4420.616639471653,4420.616639471653,25448.913184150646,0.17370551769671536,engine_exact_d+0,2001-07-03,S1_1contract
V1b_weekly_catchup,2001-07-09,Bear Call Spread (High Vol),1,3107.4922406666437,3107.4922406666437,30270.826908774234,0.10265633806541019,engine_exact_d+0,2001-08-13,S1_1contract
V1b_weekly_catchup,2001-07-18,Bear Call Spread (High Vol),1,-77.56498882603002,-77.56498882603002,32420.548381649023,-0.002392463813780956,bootstrap,2001-08-22,S1_1contract
V1b_weekly_catchup,2001-07-30,Bear Call Spread (High Vol),1,3107.4922406666437,3107.4922406666437,30270.826908774234,0.10265633806541019,bootstrap,2001-09-03,S1_1contract
V1b_weekly_catchup,2001-08-08,Bear Call Spread (High Vol),1,2602.157410963793,2602.157410963793,30087.561496103655,0.08648615180398628,engine_exact_d+0,2001-09-12,S1_1contract
V1b_weekly_catchup,2001-08-28,Bear Call Spread (High Vol),1,2614.999924314117,2614.999924314117,29572.3789126487,0.08842710733682736,engine_exact_d+0,2001-10-02,S1_1contract
V1b_weekly_catchup,2001-10-01,Iron Condor (High Vol),1,-4900.580415013353,-4900.580415013353,25883.935699623325,-0.18932902908906035,bootstrap,2001-11-05,S1_1contract
V1b_weekly_catchup,2001-10-10,Iron Condor (High Vol),1,3927.038264938308,3927.038264938308,27803.920094990423,0.14124045283980885,bootstrap,2001-11-14,S1_1contract
V1b_weekly_catchup,2001-10-22,Iron Condor (High Vol),1,-7511.2219416564185,-7511.2219416564185,27636.128530036254,-0.271789948201061,bootstrap,2001-11-26,S1_1contract
V1b_weekly_catchup,2001-10-29,Iron Condor (High Vol),1,4180.015139925446,4180.015139925446,26106.655555886096,0.16011300761897115,bootstrap,2001-12-03,S1_1contract
V1b_weekly_catchup,2001-11-06,Bull Put Spread (High Vol),1,1090.3339156384218,1090.3339156384218,20821.19283741185,0.05236654422984319,bootstrap,2001-12-11,S1_1contract
V1b_weekly_catchup,2001-11-12,Bull Put Spread (High Vol),1,3217.9890173565473,3217.9890173565473,21153.944650841546,0.15212240886848163,bootstrap,2001-12-17,S1_1contract
V1b_weekly_catchup,2001-11-19,Iron Condor (High Vol),1,3542.645818787593,3542.645818787593,51512.92880360336,0.06877197435801363,bootstrap,2001-12-24,S1_1contract
V1b_weekly_catchup,2001-11-26,Bull Put Spread (High Vol),1,3316.2441630179587,3316.2441630179587,25164.462467877747,0.13178283332104235,bootstrap,2001-12-31,S1_1contract
V1b_weekly_catchup,2001-12-03,Iron Condor (High Vol),1,5195.913552067883,5195.913552067883,33348.94440401935,0.15580443833903332,bootstrap,2002-01-07,S1_1contract
V1b_weekly_catchup,2001-12-10,Iron Condor (High Vol),1,4681.769465824034,4681.769465824034,29438.366660105832,0.15903631882432717,bootstrap,2002-01-14,S1_1contract
V1b_weekly_catchup,2001-12-17,Iron Condor (High Vol),1,-15.841066871756974,-15.841066871756974,26544.35327303317,-0.0005967772772166261,bootstrap,2002-01-21,S1_1contract
V1b_weekly_catchup,2001-12-24,Bull Put Spread (High Vol),1,4621.82420014913,4621.82420014913,29602.13812014765,0.15613143149965403,bootstrap,2002-01-28,S1_1contract
V1b_weekly_catchup,2001-12-31,Iron Condor (High Vol),1,4564.261026452859,4564.261026452859,27628.271214971446,0.16520255614037618,engine_exact_d+0,2002-02-04,S1_1contract
V1b_weekly_catchup,2002-01-09,Bull Put Spread (High Vol),1,-2105.7290772377064,-2105.7290772377064,26772.709439074948,-0.0786520722540088,bootstrap,2002-02-13,S1_1contract
V1b_weekly_catchup,2002-01-14,Iron Condor (High Vol),1,4470.893773463599,4470.893773463599,28044.988201745906,0.15941863627474334,engine_exact_d+0,2002-02-18,S1_1contract
V1b_weekly_catchup,2002-01-22,Bear Call Spread (High Vol),1,-598.0726158989911,-598.0726158989911,30395.433117347042,-0.019676397226847338,bootstrap,2002-02-26,S1_1contract
V1b_weekly_catchup,2002-01-29,Bear Call Spread (High Vol),1,2929.438167497626,2929.438167497626,33063.38621339453,0.08860066989481137,engine_exact_d+0,2002-03-05,S1_1contract
V1b_weekly_catchup,2002-02-20,Bear Call Spread (High Vol),1,-77.56498882603002,-77.56498882603002,32420.548381649023,-0.002392463813780956,engine_exact_d+1,2002-03-27,S1_1contract
V1b_weekly_catchup,2002-05-07,Iron Condor,1,1555.8423839215973,1555.8423839215973,25151.558869940887,0.06185868605468485,engine_exact_d+0,2002-06-06,S1_1contract
V1b_weekly_catchup,2002-07-29,Iron Condor (High Vol),1,4086.9901405860137,4086.9901405860137,62789.7349160465,0.065090100253657,engine_exact_d+0,2002-09-02,S1_1contract
V1b_weekly_catchup,2002-08-14,Iron Condor (High Vol),1,2573.7590697891474,2573.7590697891474,65849.4433932651,0.03908550987163522,engine_exact_d+0,2002-09-18,S1_1contract
V1b_weekly_catchup,2002-08-19,Bull Put Spread (High Vol),1,-4779.3819596081985,-4779.3819596081985,25841.607196573234,-0.18494909868616746,engine_exact_d+0,2002-09-23,S1_1contract
V1b_weekly_catchup,2002-08-26,Bull Put Spread (High Vol),1,3309.65668790609,3309.65668790609,23131.844062441374,0.14307794393616466,bootstrap,2002-09-30,S1_1contract
V1b_weekly_catchup,2002-09-11,Iron Condor (High Vol),1,5143.094748409822,5143.094748409822,74134.454018334,0.06937522932505712,engine_exact_d+0,2002-10-16,S1_1contract
V1b_weekly_catchup,2002-10-01,Iron Condor (High Vol),1,4332.657439521746,4332.657439521746,26404.99313437176,0.16408477811273744,bootstrap,2002-11-05,S1_1contract
V1b_weekly_catchup,2002-10-15,Iron Condor (High Vol),1,5060.087681344861,5060.087681344861,68720.35060890579,0.0736330306307998,engine_exact_d+0,2002-11-19,S1_1contract
V1b_weekly_catchup,2002-10-21,Bull Put Spread (High Vol),1,4009.604784959163,4009.604784959163,29892.24961959347,0.13413526368825007,engine_exact_d+0,2002-11-25,S1_1contract
V1b_weekly_catchup,2002-10-28,Iron Condor (High Vol),1,3862.728970614284,3862.728970614284,64425.77374804579,0.059956268212167985,engine_exact_d+0,2002-12-02,S1_1contract
V1b_weekly_catchup,2002-11-04,Bull Put Spread (High Vol),1,4046.177520140047,4046.177520140047,27803.11230983332,0.14552966139366375,engine_exact_d+2,2002-12-09,S1_1contract
V1b_weekly_catchup,2002-11-11,Iron Condor (High Vol),1,-4026.4680475158125,-4026.4680475158125,65170.19828738632,-0.06178388517033459,bootstrap,2002-12-16,S1_1contract
V1b_weekly_catchup,2002-11-18,Iron Condor (High Vol),1,4394.37192179752,4394.37192179752,26496.701734981794,0.16584599720183021,bootstrap,2002-12-23,S1_1contract
V1b_weekly_catchup,2002-11-25,Iron Condor (High Vol),1,4762.915462612854,4762.915462612854,29888.472475485923,0.15935626909402364,bootstrap,2002-12-30,S1_1contract
V1b_weekly_catchup,2002-12-02,Iron Condor (High Vol),1,-3790.113732540543,-3790.113732540543,48054.31145141237,-0.0788714606050015,bootstrap,2003-01-06,S1_1contract
V1b_weekly_catchup,2002-12-11,Iron Condor (High Vol),1,4224.390875616671,4224.390875616671,26860.648762791112,0.15727061966829842,bootstrap,2003-01-15,S1_1contract
V1b_weekly_catchup,2002-12-16,Iron Condor (High Vol),1,4286.645071770094,4286.645071770094,25743.381594860006,0.16651445172323348,bootstrap,2003-01-20,S1_1contract
V1b_weekly_catchup,2002-12-23,Iron Condor (High Vol),1,4357.197751305591,4357.197751305591,65983.35880085066,0.06603479772007935,bootstrap,2003-01-27,S1_1contract
V1b_weekly_catchup,2002-12-30,Bear Call Spread (High Vol),1,-9406.70241329276,-9406.70241329276,31800.419401173778,-0.29580435071071903,bootstrap,2003-02-03,S1_1contract
V1b_weekly_catchup,2003-01-06,Iron Condor (High Vol),1,4965.630540353246,4965.630540353246,30905.904651436238,0.16066931534141282,bootstrap,2003-02-10,S1_1contract
V1b_weekly_catchup,2003-01-13,Iron Condor (High Vol),1,6186.138022698,6186.138022698,39447.60667228552,0.15681909612641112,bootstrap,2003-02-17,S1_1contract
V1b_weekly_catchup,2003-01-21,Bear Call Spread (High Vol),1,-1663.7226320082257,-1663.7226320082257,30194.366699058774,-0.05510043143445322,bootstrap,2003-02-25,S1_1contract
V1b_weekly_catchup,2003-03-03,Bear Call Spread (High Vol),1,2704.6121277560756,2704.6121277560756,30899.76783417681,0.08752855821669406,bootstrap,2003-04-07,S1_1contract
V1b_weekly_catchup,2003-03-17,Iron Condor (High Vol),1,3768.1174941506197,3768.1174941506197,55051.64280203674,0.06844695820796126,bootstrap,2003-04-21,S1_1contract
V1b_weekly_catchup,2003-03-24,Iron Condor (High Vol),1,5255.945672885106,5255.945672885106,68397.86920012292,0.07684370484564249,bootstrap,2003-04-28,S1_1contract
V1b_weekly_catchup,2003-03-31,Iron Condor (High Vol),1,3117.092967744023,3117.092967744023,48391.83924936418,0.06441360808134562,bootstrap,2003-05-05,S1_1contract
V1b_weekly_catchup,2003-04-07,Iron Condor (High Vol),1,2394.319217687511,2394.319217687511,45722.29741414793,0.05236655533732286,bootstrap,2003-05-12,S1_1contract
V1b_weekly_catchup,2003-04-14,Bull Put Spread (High Vol),1,2657.619748660526,2657.619748660526,21513.162916002464,0.12353458945284464,bootstrap,2003-05-19,S1_1contract
V1b_weekly_catchup,2003-06-09,Bull Put Spread (High Vol),1,2604.9116889600195,2604.9116889600195,20923.31879831121,0.12449801649871482,engine_exact_d+0,2003-07-14,S1_1contract
V1b_weekly_catchup,2004-01-21,Bull Call Diagonal,1,-814.3537926220595,-814.3537926220595,34234.61331518817,-0.023787439487764617,engine_exact_d+0,2004-03-06,S1_1contract
V1b_weekly_catchup,2004-01-26,Bull Call Diagonal,1,7284.860818221878,7284.860818221878,30511.08520757405,0.23876111808745132,bootstrap,2004-03-11,S1_1contract
V1b_weekly_catchup,2004-02-25,Bull Call Diagonal,1,-2649.4629695302674,-2649.4629695302674,35369.39039845924,-0.0749083583200711,engine_exact_d+0,2004-04-10,S1_1contract
V1b_weekly_catchup,2004-03-01,Bull Call Diagonal,1,9051.561710863278,9051.561710863278,32210.76339588908,0.2810104684454169,bootstrap,2004-04-15,S1_1contract
V1b_weekly_catchup,2004-03-22,Iron Condor,1,4687.337447941022,4687.337447941022,24600.52539942846,0.19053810322481657,engine_exact_d+0,2004-04-21,S1_1contract
V1b_weekly_catchup,2004-04-05,Bull Call Diagonal,1,-7349.889151191911,-7349.889151191911,30515.688181781527,-0.24085608384148915,bootstrap,2004-05-20,S1_1contract
V1b_weekly_catchup,2004-06-16,Bull Call Diagonal,1,-6119.262286891416,-6119.262286891416,35291.29760593034,-0.17339295242754507,engine_exact_d+0,2004-07-31,S1_1contract
V1b_weekly_catchup,2004-06-22,Bull Call Diagonal,1,-4342.394726883172,-4342.394726883172,28556.194146131158,-0.15206489718699043,bootstrap,2004-08-06,S1_1contract
V1b_weekly_catchup,2004-06-30,Bull Call Diagonal,1,-4402.231863066341,-4402.231863066341,34274.36170980483,-0.1284409582981964,bootstrap,2004-08-14,S1_1contract
V1b_weekly_catchup,2004-09-07,Bull Call Diagonal,1,-6177.455049926846,-6177.455049926846,33429.38366480809,-0.1847911738926255,bootstrap,2004-10-22,S1_1contract
V1b_weekly_catchup,2004-09-13,Bull Call Diagonal,1,-1012.5314526586077,-1012.5314526586077,28420.337105082905,-0.035627003610647495,bootstrap,2004-10-28,S1_1contract
V1b_weekly_catchup,2004-09-20,Bull Call Diagonal,1,-1602.619464353566,-1602.619464353566,30961.672553008026,-0.0517613982774928,bootstrap,2004-11-04,S1_1contract
V1b_weekly_catchup,2004-09-28,Bull Call Diagonal,1,-441.3221114300446,-441.3221114300446,24980.68311089665,-0.017666534957066028,bootstrap,2004-11-12,S1_1contract
V1b_weekly_catchup,2004-10-04,Bull Call Diagonal,1,11435.030478965167,11435.030478965167,25973.01446840588,0.440265818697132,bootstrap,2004-11-18,S1_1contract
V1b_weekly_catchup,2004-10-11,Bull Call Diagonal,1,-4402.231863066341,-4402.231863066341,34274.36170980483,-0.1284409582981964,bootstrap,2004-11-25,S1_1contract
V1b_weekly_catchup,2004-11-02,Bull Put Spread,1,4627.6278384818415,4627.6278384818415,16000.884472313925,0.2892107524736493,engine_exact_d+0,2004-12-02,S1_1contract
V1b_weekly_catchup,2004-11-08,Bull Call Diagonal,1,6877.553755951815,6877.553755951815,34222.685766503055,0.20096475778892608,bootstrap,2004-12-23,S1_1contract
V1b_weekly_catchup,2004-11-15,Bull Call Diagonal,1,2580.679963662313,2580.679963662313,32212.070442306314,0.08011530858547142,engine_exact_d+0,2004-12-30,S1_1contract
V1b_weekly_catchup,2004-11-22,Bull Call Diagonal,1,8558.742325849465,8558.742325849465,29732.25884634308,0.2878604807687576,bootstrap,2005-01-06,S1_1contract
V1b_weekly_catchup,2004-11-29,Bull Call Diagonal,1,2022.1057850391396,2022.1057850391396,31645.51627981979,0.06389865051209886,bootstrap,2005-01-13,S1_1contract
V1b_weekly_catchup,2004-12-06,Bull Call Diagonal,1,7610.7172512798015,7610.7172512798015,23763.880664879347,0.32026407465206996,bootstrap,2005-01-20,S1_1contract
V1b_weekly_catchup,2004-12-13,Bull Call Diagonal,1,-5454.44963378408,-5454.44963378408,31572.13454669296,-0.17276150985982067,bootstrap,2005-01-27,S1_1contract
V1b_weekly_catchup,2004-12-20,Bull Call Diagonal,1,-4342.394726883172,-4342.394726883172,28556.194146131158,-0.15206489718699043,engine_exact_d+0,2005-02-03,S1_1contract
V1b_weekly_catchup,2004-12-27,Bull Call Diagonal,1,-2181.331064043333,-2181.331064043333,29254.701805290842,-0.07456343525774135,bootstrap,2005-02-10,S1_1contract
V1b_weekly_catchup,2005-01-03,Bull Call Diagonal,1,-6509.737552213409,-6509.737552213409,27249.98251581074,-0.238889604734109,bootstrap,2005-02-17,S1_1contract
V1b_weekly_catchup,2005-01-10,Bull Call Diagonal,1,-2422.190535815742,-2422.190535815742,35523.006720018246,-0.06818652922334886,bootstrap,2005-02-24,S1_1contract
V1b_weekly_catchup,2005-01-18,Bull Call Diagonal,1,-5648.798629092685,-5648.798629092685,30072.229042483825,-0.18784103503310243,engine_exact_d+0,2005-03-04,S1_1contract
V1b_weekly_catchup,2005-02-07,Bull Call Diagonal,1,4708.442676802458,4708.442676802458,24415.503203994176,0.19284643193559883,bootstrap,2005-03-24,S1_1contract
V1b_weekly_catchup,2005-02-14,Bull Call Diagonal,1,14017.975124492734,14017.975124492734,22682.88589668022,0.617997868011334,bootstrap,2005-03-31,S1_1contract
V1b_weekly_catchup,2005-02-28,Bull Call Diagonal,1,-3677.353473977453,-3677.353473977453,27260.83540537043,-0.1348951130548629,bootstrap,2005-04-14,S1_1contract
V1b_weekly_catchup,2005-03-07,Bull Call Diagonal,1,13574.49695991562,13574.49695991562,32478.012577321842,0.41795959428238455,bootstrap,2005-04-21,S1_1contract
V1b_weekly_catchup,2005-03-14,Bull Call Diagonal,1,5773.015467315994,5773.015467315994,32118.242030055546,0.17974257314312947,bootstrap,2005-04-28,S1_1contract
V1b_weekly_catchup,2005-05-04,Iron Condor,1,-232.1678163610724,-232.1678163610724,16419.22886393253,-0.014139995141371483,bootstrap,2005-06-03,S1_1contract
V1b_weekly_catchup,2005-05-09,Iron Condor,1,2269.0955092721265,2269.0955092721265,16573.979264575184,0.1369071043863338,bootstrap,2005-06-08,S1_1contract
V1b_weekly_catchup,2005-05-18,Bull Call Diagonal,1,16404.10056453823,16404.10056453823,34725.254185181555,0.47239684631418527,bootstrap,2005-07-02,S1_1contract
V1b_weekly_catchup,2005-05-23,Bull Call Diagonal,1,10449.667104194104,10449.667104194104,34726.99049754933,0.3009090898599905,bootstrap,2005-07-07,S1_1contract
V1b_weekly_catchup,2005-05-31,Bull Call Diagonal,1,8704.034244797096,8704.034244797096,32031.222619564192,0.2717359355331258,bootstrap,2005-07-15,S1_1contract
V1b_weekly_catchup,2005-06-06,Bull Call Diagonal,1,13945.557706416896,13945.557706416896,33138.97048227367,0.4208204872832878,bootstrap,2005-07-21,S1_1contract
V1b_weekly_catchup,2005-06-13,Bull Call Diagonal,1,-4069.0104288668026,-4069.0104288668026,35331.92501181204,-0.11516526279013856,bootstrap,2005-07-28,S1_1contract
V1b_weekly_catchup,2005-06-20,Bull Call Diagonal,1,7837.874316639751,7837.874316639751,28971.614988406727,0.270536327359595,bootstrap,2005-08-04,S1_1contract
V1b_weekly_catchup,2005-06-27,Bull Call Diagonal,1,11435.030478965167,11435.030478965167,25973.01446840588,0.440265818697132,bootstrap,2005-08-11,S1_1contract
V1b_weekly_catchup,2005-07-05,Bull Call Diagonal,1,4708.442676802458,4708.442676802458,24415.503203994176,0.19284643193559883,bootstrap,2005-08-19,S1_1contract
V1b_weekly_catchup,2005-07-11,Bull Call Diagonal,1,9953.510271950696,9953.510271950696,31267.383419660364,0.3183352485354469,bootstrap,2005-08-25,S1_1contract
V1b_weekly_catchup,2005-07-18,Bull Call Diagonal,1,-2422.190535815742,-2422.190535815742,35523.006720018246,-0.06818652922334886,bootstrap,2005-09-01,S1_1contract
V1b_weekly_catchup,2005-07-25,Bull Call Diagonal,1,8477.792472827115,8477.792472827115,32054.631075033827,0.26447948981169705,bootstrap,2005-09-08,S1_1contract
V1b_weekly_catchup,2005-08-01,Bull Call Diagonal,1,16404.10056453823,16404.10056453823,34725.254185181555,0.47239684631418527,bootstrap,2005-09-15,S1_1contract
V1b_weekly_catchup,2005-08-08,Bull Call Diagonal,1,-814.3537926220595,-814.3537926220595,34234.61331518817,-0.023787439487764617,bootstrap,2005-09-22,S1_1contract
V1b_weekly_catchup,2005-08-15,Bull Call Diagonal,1,-6177.455049926846,-6177.455049926846,33429.38366480809,-0.1847911738926255,bootstrap,2005-09-29,S1_1contract
V1b_weekly_catchup,2005-08-31,Iron Condor,1,2343.9488548679346,2343.9488548679346,13830.98414065085,0.16947086563267758,engine_exact_d+0,2005-09-30,S1_1contract
V1b_weekly_catchup,2005-09-06,Bull Call Diagonal,1,-3211.225631835179,-3211.225631835179,33591.19316103189,-0.09559724825614181,bootstrap,2005-10-21,S1_1contract
V1b_weekly_catchup,2005-09-12,Bull Call Diagonal,1,-3211.225631835179,-3211.225631835179,33591.19316103189,-0.09559724825614181,bootstrap,2005-10-27,S1_1contract
V1b_weekly_catchup,2005-09-19,Iron Condor,1,2102.8052014641853,2102.8052014641853,12273.055023588586,0.1713351074710113,bootstrap,2005-10-19,S1_1contract
V1b_weekly_catchup,2005-10-03,Iron Condor,1,3255.295462902619,3255.295462902619,18612.58165648303,0.1748975785832887,bootstrap,2005-11-02,S1_1contract
V1b_weekly_catchup,2005-10-18,Iron Condor,1,3319.0733259850067,3319.0733259850067,18754.33349956801,0.17697634128461343,bootstrap,2005-11-17,S1_1contract
V1b_weekly_catchup,2005-10-31,Iron Condor,1,1160.6113598687523,1160.6113598687523,21226.827561239428,0.0546766282677139,bootstrap,2005-11-30,S1_1contract
V1b_weekly_catchup,2005-11-07,Bull Call Diagonal,1,-3211.225631835179,-3211.225631835179,33591.19316103189,-0.09559724825614181,bootstrap,2005-12-22,S1_1contract
V1b_weekly_catchup,2005-11-14,Bull Call Diagonal,1,13632.960224503073,13632.960224503073,34374.15460319761,0.39660496038017135,bootstrap,2005-12-29,S1_1contract
V1b_weekly_catchup,2005-11-21,Bull Call Diagonal,1,-1602.619464353566,-1602.619464353566,30961.672553008026,-0.0517613982774928,bootstrap,2006-01-05,S1_1contract
V1b_weekly_catchup,2005-11-28,Bull Call Diagonal,1,2926.3307415771733,2926.3307415771733,30507.24961942749,0.09592247016963602,bootstrap,2006-01-12,S1_1contract
V1b_weekly_catchup,2005-12-05,Bull Call Diagonal,1,2022.1057850391396,2022.1057850391396,31645.51627981979,0.06389865051209886,bootstrap,2006-01-19,S1_1contract
V1b_weekly_catchup,2005-12-12,Bull Call Diagonal,1,-6119.262286891416,-6119.262286891416,35291.29760593034,-0.17339295242754507,bootstrap,2006-01-26,S1_1contract
V1b_weekly_catchup,2005-12-19,Bull Call Diagonal,1,9953.510271950696,9953.510271950696,31267.383419660364,0.3183352485354469,bootstrap,2006-02-02,S1_1contract
