variant,entry_date,exit_date,strategy,pnl,max_loss,n_contracts,pnl_source
V1b_weekly_catchup,2017-04-10,2017-04-24,Bull Call Diagonal,3437.5750109370965,84441.059282818,3,bootstrap
V1b_weekly_catchup,2017-04-24,2017-05-08,Bull Call Diagonal,2627.862208227465,79017.16216877013,3,engine_d+0
V1b_weekly_catchup,2017-05-01,2017-05-15,Bull Call Diagonal,-22049.667453575734,91547.06454534458,3,bootstrap
V1b_weekly_catchup,2017-05-08,2017-05-22,Bull Call Diagonal,-775.8303087990373,84221.26181516537,3,bootstrap
V1b_weekly_catchup,2017-05-15,2017-05-29,Bull Call Diagonal,-13035.524799562387,93296.25797519808,3,bootstrap
V1b_weekly_catchup,2017-05-22,2017-06-05,Bull Call Diagonal,-12130.524332055305,104172.67957867897,3,bootstrap
V1b_weekly_catchup,2017-05-30,2017-06-13,Bull Call Diagonal,12833.321158293798,103476.44888873184,3,bootstrap
V1b_weekly_catchup,2017-06-05,2017-06-19,Bull Call Diagonal,25433.377418481345,96163.89322510148,3,bootstrap
V1b_weekly_catchup,2017-06-12,2017-06-26,Bull Call Diagonal,-8741.078073986972,104872.08740247804,3,bootstrap
V1b_weekly_catchup,2017-06-19,2017-07-03,Bull Call Diagonal,40723.49087974686,97434.03773196552,3,bootstrap
V1b_weekly_catchup,2017-06-26,2017-07-10,Bull Call Diagonal,34803.229420367155,103147.38443846884,3,bootstrap
V1b_weekly_catchup,2017-07-03,2017-07-17,Bull Call Diagonal,-9633.676895505536,100773.57948309567,3,bootstrap
V1b_weekly_catchup,2017-07-10,2017-07-24,Bull Call Diagonal,21854.582454665633,91533.25562272215,3,bootstrap
V1b_weekly_catchup,2017-07-17,2017-07-31,Bull Call Diagonal,-16682.818356378204,102705.0761203898,3,bootstrap
V1b_weekly_catchup,2017-07-24,2017-08-07,Bull Call Diagonal,2075.607594193605,100614.81392090855,3,bootstrap
V1b_weekly_catchup,2017-07-31,2017-08-14,Bull Call Diagonal,8778.992224731519,91521.74885828247,3,bootstrap
V1b_weekly_catchup,2017-08-07,2017-08-21,Bull Call Diagonal,11369.72710685674,78817.38506782136,3,bootstrap
V1b_weekly_catchup,2017-08-14,2017-08-28,Bull Call Diagonal,-6445.296829293575,88904.05108457615,3,engine_d+0
V1b_weekly_catchup,2017-08-22,2017-09-05,Iron Condor,6308.415604392556,36819.16507076575,3,engine_d+0
V1b_weekly_catchup,2017-08-28,2017-09-11,Iron Condor,10838.8164418577,64254.48982158223,3,bootstrap
V1b_weekly_catchup,2017-09-06,2017-09-20,Bull Call Diagonal,44273.67577802305,88614.15280496902,3,bootstrap
V1b_weekly_catchup,2017-09-11,2017-09-25,Bull Call Diagonal,-7948.388908590802,106108.17119537771,3,bootstrap
V1b_weekly_catchup,2017-09-18,2017-10-02,Bull Call Diagonal,3437.5750109370965,84441.059282818,3,bootstrap
V1b_weekly_catchup,2017-09-25,2017-10-09,Bull Call Diagonal,25676.226977548395,89196.77653902923,3,bootstrap
V1b_weekly_catchup,2017-10-02,2017-10-16,Bull Call Diagonal,-8741.078073986972,104872.08740247804,3,bootstrap
V1b_weekly_catchup,2017-10-09,2017-10-23,Bull Call Diagonal,-1323.9663342901338,74942.04933268996,3,bootstrap
V1b_weekly_catchup,2017-10-16,2017-10-30,Bull Call Diagonal,-7948.388908590802,106108.17119537771,3,bootstrap
V1b_weekly_catchup,2017-10-23,2017-11-06,Bull Call Diagonal,26556.07372621915,81477.70808498505,3,engine_d+2
V1b_weekly_catchup,2017-10-30,2017-11-13,Bull Call Diagonal,26556.07372621915,81477.70808498505,3,bootstrap
V1b_weekly_catchup,2017-11-06,2017-11-20,Bull Call Diagonal,-16682.818356378204,102705.0761203898,3,bootstrap
V1b_weekly_catchup,2017-11-13,2017-11-27,Bull Call Diagonal,24888.481537145697,86547.22406348723,3,bootstrap
V1b_weekly_catchup,2017-11-20,2017-12-04,Bull Call Diagonal,-12207.031286600408,105995.77503543612,3,bootstrap
V1b_weekly_catchup,2017-11-27,2017-12-11,Bull Call Diagonal,34305.0914368955,77919.04340521764,3,engine_d+2
V1b_weekly_catchup,2017-12-05,2017-12-19,Bull Call Diagonal,8778.992224731519,91521.74885828247,3,bootstrap
V1b_weekly_catchup,2017-12-11,2017-12-25,Bull Call Diagonal,44273.67577802305,88614.15280496902,3,bootstrap
V1b_weekly_catchup,2017-12-18,2018-01-01,Bull Call Diagonal,42053.9253734782,68048.65769004067,3,bootstrap
V1b_weekly_catchup,2017-12-26,2018-01-09,Bull Call Diagonal,17319.046401947984,96354.72609016663,3,bootstrap
V1b_weekly_catchup,2018-01-02,2018-01-16,Bull Call Diagonal,42053.9253734782,68048.65769004067,3,engine_d+2
V1b_weekly_catchup,2018-01-08,2018-01-22,Bull Call Diagonal,38091.828176224095,84249.75468545091,3,bootstrap
V1b_weekly_catchup,2018-01-22,2018-02-05,Bull Call Diagonal,35815.19134950673,92599.9909792209,3,bootstrap
V1b_weekly_catchup,2018-02-07,2018-02-21,Iron Condor (High Vol),14555.596430336609,163590.42805290004,3,engine_d+0
V1b_weekly_catchup,2018-02-12,2018-02-26,Iron Condor (High Vol),12260.97042175804,188369.2047481395,3,bootstrap
V1b_weekly_catchup,2018-02-20,2018-03-06,Iron Condor,10216.428206862776,63682.1106963871,3,engine_d+2
V1b_weekly_catchup,2018-02-27,2018-03-13,Iron Condor,2045.157631084829,44422.83137023099,3,bootstrap
V1b_weekly_catchup,2018-03-13,2018-03-27,Iron Condor,11711.038103371724,73754.45504687636,3,bootstrap
V1b_weekly_catchup,2018-03-19,2018-04-02,Iron Condor,4667.527151764792,75454.67660982267,3,bootstrap
V1b_weekly_catchup,2018-04-03,2018-04-17,Iron Condor,11157.140321006693,68694.06896385818,3,bootstrap
V1b_weekly_catchup,2018-04-09,2018-04-23,Iron Condor,9552.022311410186,55882.27440188387,3,bootstrap
V1b_weekly_catchup,2018-04-16,2018-04-30,Iron Condor,-9489.092449280368,53874.86001649024,3,bootstrap
V1b_weekly_catchup,2018-04-23,2018-05-07,Iron Condor,10442.362122394641,62416.96189374187,3,bootstrap
V1b_weekly_catchup,2018-04-30,2018-05-14,Iron Condor,10838.8164418577,64254.48982158223,3,bootstrap
V1b_weekly_catchup,2018-05-09,2018-05-23,Bull Call Diagonal,29594.41141749426,96674.78450892506,3,engine_d+0
V1b_weekly_catchup,2018-05-14,2018-05-28,Bull Call Diagonal,11369.72710685674,78817.38506782136,3,bootstrap
V1b_weekly_catchup,2018-05-21,2018-06-04,Bull Call Diagonal,24888.481537145697,86547.22406348723,3,bootstrap
V1b_weekly_catchup,2018-06-04,2018-06-18,Bull Call Diagonal,6066.317355117419,94936.54883945937,3,bootstrap
V1b_weekly_catchup,2018-06-11,2018-06-25,Bull Call Diagonal,-13035.524799562387,93296.25797519808,3,engine_d+2
V1b_weekly_catchup,2018-06-18,2018-07-02,Bull Call Diagonal,44273.67577802305,88614.15280496902,3,bootstrap
V1b_weekly_catchup,2018-07-09,2018-07-23,Bull Call Diagonal,-13027.184180649514,85668.58243839347,3,bootstrap
V1b_weekly_catchup,2018-07-16,2018-07-30,Bull Call Diagonal,-8819.285025644158,90104.01975618188,3,bootstrap
V1b_weekly_catchup,2018-07-23,2018-08-06,Bull Call Diagonal,-16682.818356378204,102705.0761203898,3,bootstrap
V1b_weekly_catchup,2018-07-30,2018-08-13,Bull Call Diagonal,-1115.188267086341,103018.01774139437,3,bootstrap
V1b_weekly_catchup,2018-08-06,2018-08-20,Bull Call Diagonal,-1323.9663342901338,74942.04933268996,3,bootstrap
V1b_weekly_catchup,2018-08-14,2018-08-28,Bull Call Diagonal,-18268.461182773175,96648.1549170663,3,bootstrap
V1b_weekly_catchup,2018-08-20,2018-09-03,Bull Call Diagonal,8778.992224731519,91521.74885828247,3,bootstrap
V1b_weekly_catchup,2018-08-27,2018-09-10,Bull Call Diagonal,22832.151753839404,71291.64199463805,3,bootstrap
V1b_weekly_catchup,2018-09-04,2018-09-18,Bull Call Diagonal,40723.49087974686,97434.03773196552,3,bootstrap
V1b_weekly_catchup,2018-09-10,2018-09-24,Bull Call Diagonal,8938.079580968828,106810.16409069797,3,bootstrap
V1b_weekly_catchup,2018-09-17,2018-10-01,Bull Call Diagonal,-14959.112743613117,95337.85200002542,3,bootstrap
V1b_weekly_catchup,2018-09-24,2018-10-08,Bull Call Diagonal,-8741.078073986972,104872.08740247804,3,bootstrap
V1b_weekly_catchup,2018-10-01,2018-10-15,Bull Call Diagonal,4373.915443466461,99119.97295676736,3,bootstrap
V1b_weekly_catchup,2018-10-22,2018-11-05,Iron Condor,-3041.803409674688,61880.378922975,3,bootstrap
V1b_weekly_catchup,2018-11-05,2018-11-19,Iron Condor,-9489.092449280368,53874.86001649024,3,engine_d+2
V1b_weekly_catchup,2018-11-12,2018-11-26,Iron Condor,7481.91538798493,41904.88044926572,3,bootstrap
V1b_weekly_catchup,2018-11-26,2018-12-10,Iron Condor,4667.527151764792,75454.67660982267,3,bootstrap
V1b_weekly_catchup,2018-12-04,2018-12-18,Iron Condor,4447.469165929826,52071.32477517381,3,bootstrap
V1b_weekly_catchup,2018-12-26,2019-01-09,Iron Condor (High Vol),13667.436025646495,184691.42752642624,3,engine_d+0
V1b_weekly_catchup,2018-12-31,2019-01-14,Iron Condor (High Vol),11781.114794814925,83411.76028497127,3,bootstrap
V1b_weekly_catchup,2019-01-07,2019-01-21,Iron Condor,8826.128382205628,51513.24386342698,3,bootstrap
V1b_weekly_catchup,2019-01-22,2019-02-05,Iron Condor,6915.259058512051,48240.386007468,3,bootstrap
V1b_weekly_catchup,2019-02-11,2019-02-25,Bull Put Spread,7334.463085147405,45595.0674043412,3,engine_d+2
V1b_weekly_catchup,2019-02-19,2019-03-05,Bull Call Diagonal,31349.001312582313,104180.97149264798,3,bootstrap
V1b_weekly_catchup,2019-02-25,2019-03-11,Bull Call Diagonal,28037.8617772069,105483.94438145988,3,engine_d+2
V1b_weekly_catchup,2019-03-04,2019-03-18,Bull Call Diagonal,-11032.06042193236,81782.5062161113,3,bootstrap
V1b_weekly_catchup,2019-03-11,2019-03-25,Bull Call Diagonal,-13035.524799562387,93296.25797519808,3,bootstrap
V1b_weekly_catchup,2019-03-18,2019-04-01,Bull Call Diagonal,29860.530815852086,93802.1502589811,3,bootstrap
V1b_weekly_catchup,2019-03-26,2019-04-09,Bull Call Diagonal,-8492.416752614865,89440.18488167942,3,bootstrap
V1b_weekly_catchup,2019-04-01,2019-04-15,Bull Call Diagonal,17319.046401947984,96354.72609016663,3,engine_d+1
V1b_weekly_catchup,2019-04-08,2019-04-22,Bull Call Diagonal,35815.19134950673,92599.9909792209,3,bootstrap
V1b_weekly_catchup,2019-04-15,2019-04-29,Bull Call Diagonal,-2443.061377866178,102703.83994556451,3,bootstrap
V1b_weekly_catchup,2019-04-22,2019-05-06,Bull Call Diagonal,4373.915443466461,99119.97295676736,3,bootstrap
V1b_weekly_catchup,2019-04-29,2019-05-13,Bull Call Diagonal,-19529.212656640226,81749.94754743222,3,bootstrap
V1b_weekly_catchup,2019-05-22,2019-06-05,Iron Condor,5676.280697564469,48260.96262366813,3,engine_d+0
V1b_weekly_catchup,2019-06-17,2019-07-01,Iron Condor,4447.469165929826,52071.32477517381,3,bootstrap
V1b_weekly_catchup,2019-06-24,2019-07-08,Bull Put Spread,17731.06437062268,58909.179664534764,3,bootstrap
V1b_weekly_catchup,2019-07-01,2019-07-15,Bull Call Diagonal,-9633.676895505536,100773.57948309567,3,engine_d+0
V1b_weekly_catchup,2019-07-08,2019-07-22,Bull Call Diagonal,44273.67577802305,88614.15280496902,3,bootstrap
V1b_weekly_catchup,2019-07-15,2019-07-29,Bull Call Diagonal,19274.589202827112,81872.4388103642,3,bootstrap
V1b_weekly_catchup,2019-07-22,2019-08-05,Bull Call Diagonal,49212.30169361469,104175.76255554467,3,bootstrap
V1b_weekly_catchup,2019-07-29,2019-08-12,Bull Call Diagonal,11369.72710685674,78817.38506782136,3,bootstrap
V1b_weekly_catchup,2019-08-21,2019-09-04,Iron Condor,9765.886388707857,55837.74496944909,3,bootstrap
V1b_weekly_catchup,2019-08-26,2019-09-09,Iron Condor,6915.259058512051,48240.386007468,3,bootstrap
V1b_weekly_catchup,2019-09-11,2019-09-25,Bull Call Diagonal,-9633.676895505536,100773.57948309567,3,bootstrap
V1b_weekly_catchup,2019-09-16,2019-09-30,Bull Call Diagonal,-18532.36514978054,100288.15099442427,3,engine_d+2
V1b_weekly_catchup,2019-09-23,2019-10-07,Bull Call Diagonal,31349.001312582313,104180.97149264798,3,bootstrap
V1b_weekly_catchup,2019-10-14,2019-10-28,Bull Call Diagonal,49212.30169361469,104175.76255554467,3,engine_d+0
V1b_weekly_catchup,2019-10-21,2019-11-04,Bull Call Diagonal,-7948.388908590802,106108.17119537771,3,bootstrap
V1b_weekly_catchup,2019-10-28,2019-11-11,Bull Call Diagonal,22832.151753839404,71291.64199463805,3,bootstrap
V1b_weekly_catchup,2019-11-04,2019-11-18,Bull Call Diagonal,-9582.094482367895,84248.8012899422,3,bootstrap
V1b_weekly_catchup,2019-11-11,2019-11-25,Bull Call Diagonal,-12207.031286600408,105995.77503543612,3,bootstrap
V1b_weekly_catchup,2019-11-18,2019-12-02,Bull Call Diagonal,22538.114691410257,90201.54353936925,3,bootstrap
V1b_weekly_catchup,2019-11-25,2019-12-09,Bull Call Diagonal,-10029.367717946201,75837.79199082081,3,bootstrap
V1b_weekly_catchup,2019-12-02,2019-12-16,Bull Call Diagonal,-18532.36514978054,100288.15099442427,3,bootstrap
V1b_weekly_catchup,2019-12-11,2019-12-25,Bull Call Diagonal,-4807.858393060698,92885.01765902407,3,bootstrap
V1b_weekly_catchup,2019-12-16,2019-12-30,Bull Call Diagonal,25676.226977548395,89196.77653902923,3,bootstrap
V1b_weekly_catchup,2019-12-23,2020-01-06,Bull Call Diagonal,20632.661267855445,102668.05729950916,3,bootstrap
V1b_weekly_catchup,2019-12-30,2020-01-13,Bull Call Diagonal,22087.543474038364,105473.2063831609,3,bootstrap
V1b_weekly_catchup,2020-01-06,2020-01-20,Bull Call Diagonal,28037.8617772069,105483.94438145988,3,bootstrap
V1b_weekly_catchup,2020-01-13,2020-01-27,Bull Call Diagonal,-775.8303087990373,84221.26181516537,3,bootstrap
V1b_weekly_catchup,2020-01-21,2020-02-04,Bull Call Diagonal,44273.67577802305,88614.15280496902,3,bootstrap
V1b_weekly_catchup,2020-02-12,2020-02-26,Bull Call Diagonal,-16844.383220884276,105674.53325427501,3,bootstrap
V1b_weekly_catchup,2020-02-18,2020-03-03,Bull Call Diagonal,-8492.416752614865,89440.18488167942,3,bootstrap
V1b_weekly_catchup,2020-03-02,2020-03-16,Iron Condor (High Vol),-20107.73149293034,209414.9890469737,3,engine_d+0
V1b_weekly_catchup,2020-04-27,2020-05-11,Bull Put Spread (High Vol),12270.055121094963,88309.96741587462,3,engine_d+0
V1b_weekly_catchup,2020-05-05,2020-05-19,Bull Put Spread (High Vol),12270.055121094963,88309.96741587462,3,bootstrap
V1b_weekly_catchup,2020-05-11,2020-05-25,Bull Put Spread (High Vol),9948.732489053877,75493.38740363324,3,engine_d+0
V1b_weekly_catchup,2020-05-18,2020-06-01,Bull Put Spread (High Vol),7814.735066880059,62769.95639493363,3,bootstrap
V1b_weekly_catchup,2020-05-26,2020-06-09,Bull Put Spread (High Vol),12378.371103496067,75820.03911414626,3,engine_d+1
V1b_weekly_catchup,2020-06-01,2020-06-15,Bull Put Spread (High Vol),7972.859245981578,64539.488748007396,3,bootstrap
V1b_weekly_catchup,2020-06-08,2020-06-22,Bull Put Spread (High Vol),7910.016392162247,63644.94590520712,3,bootstrap
V1b_weekly_catchup,2020-06-22,2020-07-06,Bull Put Spread (High Vol),1811.579970299143,81837.83070361262,3,bootstrap
V1b_weekly_catchup,2020-06-29,2020-07-13,Bull Put Spread (High Vol),9196.881987538269,62582.38001318656,3,bootstrap
V1b_weekly_catchup,2020-07-06,2020-07-20,Iron Condor (High Vol),10161.291545248125,147588.7476243311,3,bootstrap
V1b_weekly_catchup,2020-07-13,2020-07-27,Bull Put Spread (High Vol),7910.016392162247,63644.94590520712,3,bootstrap
V1b_weekly_catchup,2020-07-20,2020-08-03,Iron Condor (High Vol),15361.17394469649,181561.4288770812,3,bootstrap
V1b_weekly_catchup,2020-07-27,2020-08-10,Iron Condor (High Vol),9016.87344028355,156940.5576748362,3,bootstrap
V1b_weekly_catchup,2020-08-03,2020-08-17,Iron Condor (High Vol),3057.8765658632033,84246.76690520428,3,bootstrap
V1b_weekly_catchup,2020-08-10,2020-08-24,Iron Condor (High Vol),10627.937456362779,154538.78641081008,3,bootstrap
V1b_weekly_catchup,2020-08-17,2020-08-31,Bull Put Spread,8457.656688944058,60248.882073954155,3,engine_d+0
V1b_weekly_catchup,2020-08-24,2020-09-07,Iron Condor (High Vol),13460.06264274487,77031.84215350104,3,bootstrap
V1b_weekly_catchup,2020-09-14,2020-09-28,Iron Condor (High Vol),22084.87252443566,129640.57271428595,3,bootstrap
V1b_weekly_catchup,2020-09-21,2020-10-05,Bear Call Spread (High Vol),9322.47672199993,90812.4807263227,3,bootstrap
V1b_weekly_catchup,2020-09-28,2020-10-12,Iron Condor (High Vol),10627.937456362779,154538.78641081008,3,bootstrap
V1b_weekly_catchup,2020-10-05,2020-10-19,Iron Condor (High Vol),15180.263044034584,206161.0518267174,3,bootstrap
V1b_weekly_catchup,2020-10-12,2020-10-26,Iron Condor (High Vol),12453.216271242138,143310.51830586165,3,bootstrap
V1b_weekly_catchup,2020-10-19,2020-11-02,Iron Condor (High Vol),15767.837018655318,205193.60760036876,3,bootstrap
V1b_weekly_catchup,2020-11-09,2020-11-23,Iron Condor (High Vol),14037.455832978214,91064.18609933327,3,engine_d+0
V1b_weekly_catchup,2020-11-16,2020-11-30,Bull Put Spread (High Vol),8361.535543955888,65268.287575803755,3,bootstrap
V1b_weekly_catchup,2020-11-23,2020-12-07,Bull Put Spread (High Vol),9562.147183755427,63221.02849727942,3,engine_d+0
V1b_weekly_catchup,2020-12-09,2020-12-23,Bull Put Spread (High Vol),6688.071202323593,61531.066203872804,3,engine_d+0
V1b_weekly_catchup,2020-12-21,2021-01-04,Bull Put Spread (High Vol),9653.967052069642,63461.83395252464,3,bootstrap
V1b_weekly_catchup,2020-12-29,2021-01-12,Bull Put Spread (High Vol),9653.967052069642,63461.83395252464,3,engine_d+1
V1b_weekly_catchup,2021-01-04,2021-01-18,Iron Condor (High Vol),16695.242443606865,96660.68601028915,3,engine_d+0
V1b_weekly_catchup,2021-01-11,2021-01-25,Bull Put Spread (High Vol),-4054.9086374847084,62621.93610589632,3,bootstrap
V1b_weekly_catchup,2021-01-19,2021-02-02,Bull Put Spread (High Vol),7910.016392162247,63644.94590520712,3,bootstrap
V1b_weekly_catchup,2021-01-25,2021-02-08,Bull Put Spread (High Vol),8361.535543955888,65268.287575803755,3,engine_d+0
V1b_weekly_catchup,2021-02-22,2021-03-08,Bull Put Spread (High Vol),9570.669994515602,64218.55286274997,3,bootstrap
V1b_weekly_catchup,2021-03-08,2021-03-22,Iron Condor (High Vol),14288.74638783856,89665.41742645777,3,engine_d+0
V1b_weekly_catchup,2021-05-19,2021-06-02,Bull Put Spread (High Vol),9196.881987538269,62582.38001318656,3,engine_d+0
V1b_weekly_catchup,2021-08-18,2021-09-01,Bull Put Spread,15353.946471972999,60762.103109387914,3,engine_d+0
V1b_weekly_catchup,2021-10-11,2021-10-25,Iron Condor,9753.047874808693,59822.54001492105,3,bootstrap
V1b_weekly_catchup,2021-11-22,2021-12-06,Bull Put Spread,-9707.55080945992,54484.223242970475,3,engine_d+0
V1b_weekly_catchup,2021-12-14,2021-12-28,Iron Condor,9765.886388707857,55837.74496944909,3,bootstrap
V1b_weekly_catchup,2021-12-20,2022-01-03,Iron Condor (High Vol),13183.115765392562,79490.10520494539,3,engine_d+0
V1b_weekly_catchup,2022-01-31,2022-02-14,Iron Condor (High Vol),-2135.8175017738904,145004.552982489,3,engine_d+0
V1b_weekly_catchup,2022-02-07,2022-02-21,Iron Condor (High Vol),10826.440624681207,143137.61643442442,3,bootstrap
V1b_weekly_catchup,2022-02-16,2022-03-02,Iron Condor (High Vol),10052.202413512907,139350.6468763836,3,engine_d+0
V1b_weekly_catchup,2022-03-09,2022-03-23,Iron Condor (High Vol),13167.793123264033,197318.87921157983,3,engine_d+0
V1b_weekly_catchup,2022-03-14,2022-03-28,Iron Condor (High Vol),12673.172626850013,80581.94628837334,3,bootstrap
V1b_weekly_catchup,2022-03-21,2022-04-04,Iron Condor (High Vol),9007.49614935137,137401.28718484892,3,engine_d+2
V1b_weekly_catchup,2022-04-04,2022-04-18,Bull Put Spread,11476.140987306208,59091.495728249065,3,bootstrap
V1b_weekly_catchup,2022-04-25,2022-05-09,Iron Condor (High Vol),-11370.341197621628,144162.9343542371,3,bootstrap
V1b_weekly_catchup,2022-05-03,2022-05-17,Iron Condor (High Vol),9311.969031796063,136919.74417061853,3,bootstrap
V1b_weekly_catchup,2022-05-16,2022-05-30,Iron Condor (High Vol),-22142.528621972375,76829.73774814217,3,bootstrap
V1b_weekly_catchup,2022-05-23,2022-06-06,Iron Condor (High Vol),12829.023595252605,83827.33989327589,3,bootstrap
V1b_weekly_catchup,2022-05-31,2022-06-14,Iron Condor (High Vol),11304.352482451859,165154.9284061102,3,bootstrap
V1b_weekly_catchup,2022-06-06,2022-06-20,Iron Condor (High Vol),11259.366681096344,197802.51542994793,3,bootstrap
V1b_weekly_catchup,2022-06-15,2022-06-29,Iron Condor (High Vol),13922.833958680698,77837.91830547902,3,bootstrap
V1b_weekly_catchup,2022-06-21,2022-07-05,Iron Condor (High Vol),11304.352482451859,165154.9284061102,3,bootstrap
V1b_weekly_catchup,2022-06-27,2022-07-11,Iron Condor (High Vol),12011.117189420544,75156.42291738282,3,bootstrap
V1b_weekly_catchup,2022-07-05,2022-07-19,Iron Condor (High Vol),15587.740656203649,100046.83321205805,3,bootstrap
V1b_weekly_catchup,2022-07-11,2022-07-25,Iron Condor (High Vol),18558.414068094,118342.82001685655,3,bootstrap
V1b_weekly_catchup,2022-07-18,2022-08-01,Bear Call Spread (High Vol),7806.4722328913795,90262.68448831097,3,bootstrap
V1b_weekly_catchup,2022-07-25,2022-08-08,Iron Condor (High Vol),12345.944667585258,185446.638098104,3,bootstrap
V1b_weekly_catchup,2022-08-01,2022-08-15,Iron Condor (High Vol),1740.0881745535798,79355.7083843951,3,engine_d+0
V1b_weekly_catchup,2022-08-09,2022-08-23,Bull Put Spread,11476.140987306208,59091.495728249065,3,bootstrap
V1b_weekly_catchup,2022-08-22,2022-09-05,Iron Condor (High Vol),9068.504164609927,82459.90851626993,3,bootstrap
V1b_weekly_catchup,2022-09-07,2022-09-21,Iron Condor (High Vol),-18901.815133245276,88373.82203508276,3,engine_d+0
V1b_weekly_catchup,2022-09-12,2022-09-26,Iron Condor (High Vol),-14029.21951125794,91886.92319977461,3,bootstrap
V1b_weekly_catchup,2022-10-04,2022-10-18,Iron Condor (High Vol),12241.098739199548,194353.60438573587,3,bootstrap
V1b_weekly_catchup,2022-10-24,2022-11-07,Iron Condor (High Vol),37.95500991447209,76561.5118991837,3,bootstrap
V1b_weekly_catchup,2022-10-31,2022-11-14,Iron Condor (High Vol),183.23474678916907,79167.82274786968,3,bootstrap
V1b_weekly_catchup,2022-11-07,2022-11-21,Iron Condor (High Vol),12941.093742119509,81187.18100748598,3,bootstrap
V1b_weekly_catchup,2022-11-14,2022-11-28,Bull Put Spread (High Vol),-1121.530148302399,64185.378657115885,3,bootstrap
V1b_weekly_catchup,2022-11-21,2022-12-05,Bull Put Spread (High Vol),11309.500228877347,78239.88593538494,3,bootstrap
V1b_weekly_catchup,2022-11-28,2022-12-12,Bull Put Spread (High Vol),-4054.9086374847084,62621.93610589632,3,engine_d+0
V1b_weekly_catchup,2022-12-06,2022-12-20,Bull Put Spread (High Vol),9653.967052069642,63461.83395252464,3,bootstrap
V1b_weekly_catchup,2022-12-19,2023-01-02,Bear Call Spread (High Vol),-1794.2178476969734,91186.29935204113,3,engine_d+0
V1b_weekly_catchup,2022-12-28,2023-01-11,Bear Call Spread (High Vol),-28220.107239878278,95401.25820352134,3,bootstrap
V1b_weekly_catchup,2023-01-03,2023-01-17,Bear Call Spread (High Vol),8788.314502492878,99190.1586401836,3,bootstrap
V1b_weekly_catchup,2023-02-21,2023-03-07,Iron Condor (High Vol),12597.957409677878,79392.48111729005,3,engine_d+0
V1b_weekly_catchup,2023-06-05,2023-06-19,Bull Call Diagonal,-446.16164464869746,83615.87550888119,3,bootstrap
V1b_weekly_catchup,2023-06-13,2023-06-27,Bull Call Diagonal,-14959.112743613117,95337.85200002542,3,bootstrap
V1b_weekly_catchup,2023-06-20,2023-07-04,Bull Call Diagonal,26556.07372621915,81477.70808498505,3,bootstrap
V1b_weekly_catchup,2023-06-26,2023-07-10,Bull Call Diagonal,49212.30169361469,104175.76255554467,3,bootstrap
V1b_weekly_catchup,2023-07-03,2023-07-17,Bull Call Diagonal,-8819.285025644158,90104.01975618188,3,bootstrap
V1b_weekly_catchup,2023-07-11,2023-07-25,Bull Call Diagonal,13002.25191870843,106592.23102127414,3,engine_d+0
V1b_weekly_catchup,2023-07-17,2023-07-31,Bull Call Diagonal,22538.114691410257,90201.54353936925,3,bootstrap
V1b_weekly_catchup,2023-07-24,2023-08-07,Bull Call Diagonal,40723.49087974686,97434.03773196552,3,bootstrap
V1b_weekly_catchup,2023-07-31,2023-08-14,Bull Call Diagonal,19234.337502756804,106694.39528330673,3,bootstrap
V1b_weekly_catchup,2023-08-14,2023-08-28,Bull Call Diagonal,-16844.383220884276,105674.53325427501,3,engine_d+0
V1b_weekly_catchup,2023-08-29,2023-09-12,Bull Call Diagonal,-12130.524332055305,104172.67957867897,3,engine_d+0
V1b_weekly_catchup,2023-10-04,2023-10-18,Iron Condor,10442.362122394641,62416.96189374187,3,engine_d+0
V1b_weekly_catchup,2023-10-09,2023-10-23,Iron Condor,7481.91538798493,41904.88044926572,3,bootstrap
V1b_weekly_catchup,2023-10-17,2023-10-31,Iron Condor,-9489.092449280368,53874.86001649024,3,bootstrap
V1b_weekly_catchup,2023-10-31,2023-11-14,Iron Condor,10739.410330575818,62373.147577406184,3,bootstrap
V1b_weekly_catchup,2023-11-06,2023-11-20,Iron Condor,14087.961633807941,70516.23578330531,3,bootstrap
V1b_weekly_catchup,2023-11-13,2023-11-27,Bull Call Diagonal,13002.25191870843,106592.23102127414,3,bootstrap
V1b_weekly_catchup,2023-11-20,2023-12-04,Bull Call Diagonal,-15771.40256746529,105065.12539721848,3,bootstrap
V1b_weekly_catchup,2023-11-27,2023-12-11,Bull Call Diagonal,12833.321158293798,103476.44888873184,3,bootstrap
V1b_weekly_catchup,2023-12-04,2023-12-18,Bull Call Diagonal,2075.607594193605,100614.81392090855,3,bootstrap
V1b_weekly_catchup,2023-12-11,2023-12-25,Bull Call Diagonal,-3037.594357975823,85261.01131524872,3,bootstrap
V1b_weekly_catchup,2023-12-18,2024-01-01,Bull Call Diagonal,34246.721384648175,89338.62641743985,3,bootstrap
V1b_weekly_catchup,2023-12-26,2024-01-09,Bull Call Diagonal,23513.622949919252,86914.84496522018,3,bootstrap
V1b_weekly_catchup,2024-01-02,2024-01-16,Bull Call Diagonal,25676.226977548395,89196.77653902923,3,bootstrap
V1b_weekly_catchup,2024-01-08,2024-01-22,Bull Call Diagonal,-10029.367717946201,75837.79199082081,3,bootstrap
V1b_weekly_catchup,2024-01-16,2024-01-30,Bull Call Diagonal,41836.673119250685,99416.911446821,3,engine_d+0
