date,year,spx,vix,cal_dte,K_target_bs,K_market,actual_price,bs_price,bias_pct,market_iv,iv_skew_pp
2025-12-30,2025,6896.24,14.33,66,6616.8,6675.0,75.6,62.0,21.93,15.78,1.45
2025-12-31,2025,6845.5,14.95,65,6558.0,6550.0,64.79,48.25,34.29,16.94,1.99
2026-01-02,2026,6858.47,14.51,77,6560.4,6565.0,82.42,53.61,53.73,17.57,3.06
2026-01-05,2026,6902.05,14.9,74,6598.7,6600.0,76.9,53.88,42.72,17.41,2.51
2026-01-06,2026,6944.82,14.75,73,6643.0,6645.0,75.1,53.09,41.45,17.16,2.41
2026-01-07,2026,6920.93,15.38,72,6606.6,6605.0,74.7,53.91,38.57,17.71,2.33
2026-01-08,2026,6921.46,15.45,71,6607.2,6605.0,76.12,53.65,41.87,17.97,2.52
2026-01-09,2026,6966.28,14.49,70,6673.8,6675.0,72.55,50.95,42.39,16.9,2.41
2026-01-12,2026,6977.27,15.12,67,6675.8,6675.0,70.2,51.87,35.33,17.23,2.11
2026-01-13,2026,6963.74,15.98,66,6644.1,6645.0,68.4,54.43,25.68,17.62,1.64
2026-01-14,2026,6926.6,16.75,76,6574.9,6575.0,91.75,61.23,49.83,20.02,3.27
2026-01-15,2026,6944.47,15.84,75,6615.6,6600.0,77.91,54.41,43.18,18.45,2.61
2026-01-16,2026,6940.01,15.86,74,6611.3,6605.0,77.7,55.76,39.34,18.29,2.43
2026-01-20,2026,6796.86,20.09,70,6392.0,6390.0,85.7,69.4,23.49,22.0,1.91
2026-01-21,2026,6875.62,16.9,69,6536.5,6540.0,90.13,59.28,52.03,20.37,3.47
2026-01-22,2026,6913.35,15.64,68,6602.8,6600.0,72.29,53.49,35.15,17.81,2.17
2026-01-23,2026,6915.61,16.09,67,6594.8,6600.0,77.63,55.99,38.66,18.57,2.48
2026-01-26,2026,6950.23,16.15,64,6632.9,6625.0,68.42,52.52,30.29,18.06,1.91
2026-01-29,2026,6969.01,16.88,78,6608.3,6610.0,92.8,63.21,46.8,20.0,3.12
2026-01-30,2026,6939.03,17.44,77,6569.7,6570.0,80.9,64.59,25.25,19.21,1.77
2026-02-02,2026,6976.44,16.34,74,6635.8,6630.0,79.83,58.15,37.28,18.73,2.39
2026-02-03,2026,6917.81,18.0,73,6542.9,6545.0,97.3,64.79,50.18,21.56,3.56
2026-02-04,2026,6882.72,18.64,72,6499.6,6500.0,84.46,66.43,27.13,20.68,2.04
2026-02-05,2026,6798.4,21.77,71,6353.6,6350.0,84.6,75.21,12.48,22.88,1.11
2026-02-06,2026,6932.3,20.37,70,6512.6,6515.0,79.96,72.64,10.08,21.22,0.85
2026-02-09,2026,6964.82,17.36,67,6614.5,6615.0,77.9,60.0,29.84,19.43,2.07
2026-02-10,2026,6941.81,17.79,66,6585.9,6590.0,72.53,61.76,17.43,19.06,1.27
2026-02-11,2026,6941.47,17.65,72,6575.4,6550.0,79.2,57.46,37.84,20.17,2.52
2026-02-12,2026,6832.76,20.82,71,6405.7,6400.0,87.68,71.63,22.41,22.69,1.87
2026-02-13,2026,6836.17,20.6,70,6415.6,6400.0,72.3,68.11,6.16,21.11,0.51
2026-02-17,2026,6843.22,20.29,72,6425.5,6425.0,107.95,71.68,50.59,24.34,4.05
2026-02-18,2026,6881.31,19.62,71,6478.1,6475.0,79.3,68.55,15.68,20.87,1.25
2026-02-19,2026,6861.89,20.23,70,6449.8,6450.0,91.23,70.98,28.52,22.56,2.33
2026-02-20,2026,6909.51,19.09,69,6521.5,6500.0,84.26,62.14,35.6,21.7,2.61
2026-02-23,2026,6837.75,21.01,66,6420.4,6440.0,86.4,75.83,13.94,22.25,1.24
2026-02-24,2026,6890.07,19.55,65,6499.8,6500.0,83.4,65.66,27.02,21.67,2.12
2026-02-25,2026,6946.13,17.93,64,6590.0,6600.0,80.64,62.37,29.3,20.07,2.14
2026-02-26,2026,6908.86,18.63,78,6510.8,6510.0,90.2,68.8,31.11,20.95,2.32
2026-02-27,2026,6878.88,19.86,77,6459.0,6460.0,95.5,73.63,29.71,22.24,2.38
2026-03-02,2026,6881.62,21.44,74,6431.4,6430.0,89.2,77.11,15.68,22.81,1.37
2026-03-03,2026,6816.63,23.57,73,6330.7,6330.0,99.0,84.55,17.09,25.23,1.66
2026-03-04,2026,6869.5,21.15,72,6433.4,6430.0,91.66,74.88,22.4,23.07,1.92
2026-03-05,2026,6830.71,23.75,71,6343.8,6340.0,91.38,83.12,9.93,24.72,0.97
2026-03-06,2026,6740.02,29.49,70,6147.6,6150.0,102.98,103.64,-0.63,29.41,-0.08
2026-03-09,2026,6795.99,25.5,67,6288.3,6290.0,95.6,87.9,8.76,26.43,0.93
2026-03-10,2026,6781.48,24.93,66,6288.1,6290.0,97.1,84.82,14.48,26.42,1.49
2026-03-11,2026,6775.8,24.23,65,6299.4,6300.0,91.9,81.28,13.07,25.54,1.31
2026-03-12,2026,6672.62,27.29,64,6148.1,6150.0,93.6,90.26,3.71,27.71,0.42
2026-03-13,2026,6632.19,27.19,77,6075.2,6075.0,105.45,98.34,7.23,28.02,0.83
2026-03-16,2026,6699.38,23.51,74,6218.5,6200.0,96.3,79.02,21.87,25.55,2.04
2026-03-17,2026,6716.09,22.37,73,6260.3,6260.0,95.7,78.54,21.85,24.36,1.99
2026-03-18,2026,6624.7,25.09,72,6123.3,6125.0,89.07,87.38,1.94,25.29,0.2
2026-03-19,2026,6606.49,24.06,71,6129.1,6130.0,114.94,82.49,39.34,27.87,3.81
2026-03-20,2026,6506.48,26.78,70,5985.5,5990.0,113.42,90.86,24.83,29.52,2.74
2026-03-23,2026,6581.0,26.15,67,6076.5,6075.0,89.87,86.56,3.82,26.57,0.42
2026-03-24,2026,6556.37,26.95,66,6044.2,6050.0,93.3,90.61,2.97,27.29,0.34
2026-03-25,2026,6591.9,25.33,65,6109.1,6100.0,92.94,81.01,14.72,26.85,1.52
2026-03-26,2026,6477.16,27.44,64,5964.8,5960.0,98.04,86.47,13.37,28.95,1.51
2026-04-01,2026,6575.32,24.54,78,6074.5,6075.0,100.79,88.38,14.04,25.97,1.43
2026-04-02,2026,6582.69,23.87,77,6094.1,6090.0,104.3,83.54,24.86,26.27,2.4
2026-04-06,2026,6611.83,24.17,73,6127.6,6130.0,96.54,84.73,13.94,25.57,1.4
2026-04-07,2026,6616.85,25.78,72,6103.1,6100.0,102.48,88.85,15.34,27.41,1.63
2026-04-08,2026,6782.81,21.04,71,6355.6,6360.0,90.6,74.46,21.67,22.91,1.87
2026-04-09,2026,6824.66,19.49,70,6431.4,6430.0,86.0,67.75,26.93,21.6,2.11
2026-04-10,2026,6816.89,19.23,69,6430.8,6430.0,86.6,66.16,30.9,21.61,2.38
2026-04-13,2026,6886.24,19.12,66,6502.9,6505.0,85.56,65.05,31.53,21.53,2.41
2026-04-14,2026,6967.38,18.36,65,6600.0,6600.0,78.0,62.59,24.62,20.18,1.82
2026-04-15,2026,7022.95,18.17,76,6635.5,6630.0,90.4,66.77,35.39,20.72,2.55
2026-04-16,2026,7041.28,17.94,75,6659.6,6650.0,84.51,64.61,30.8,20.12,2.18
2026-04-17,2026,7126.06,17.48,74,6750.3,6750.0,83.4,64.74,28.82,19.49,2.01
2026-04-20,2026,7109.14,18.87,71,6709.9,6710.0,84.45,68.82,22.7,20.6,1.73
2026-04-21,2026,7064.01,19.5,70,6657.0,6660.0,76.5,71.22,7.41,20.1,0.6
2026-04-22,2026,7137.9,18.92,69,6740.6,6750.0,89.95,70.43,27.72,21.07,2.15
2026-04-23,2026,7108.4,19.31,68,6705.8,6710.0,87.16,69.77,24.92,21.26,1.95
2026-04-24,2026,7165.08,18.71,67,6773.2,6775.0,87.7,66.67,31.55,21.07,2.36
2026-04-27,2026,7173.91,18.02,64,6806.1,6800.0,79.5,61.54,29.19,20.1,2.08
2026-04-30,2026,7209.01,16.89,78,6835.9,6840.0,89.0,66.01,34.83,19.25,2.36
2026-05-01,2026,7230.12,16.99,77,6855.9,6855.0,92.1,65.19,41.28,19.76,2.77
2026-05-04,2026,7200.75,18.29,74,6803.4,6805.0,90.1,69.29,30.03,20.5,2.21
2026-05-05,2026,7259.22,17.38,73,6883.5,6880.0,90.3,65.0,38.92,20.05,2.67
