entry_date,exit_date,strategy,family,hv,era,entry_delta_pershare,contracts,exit_pnl,delta_pnl,residual,fidelity_err
2003-07-25,2003-08-05,Bull Call Diagonal,BCD,nonHV,pre2020,0.3975,3.9353,-3263.99,-5002.42,1738.44,0.0
2003-08-19,2003-09-23,Bull Call Diagonal,BCD,nonHV,pre2020,0.3978,3.8887,5498.04,4578.56,919.48,0.0
2003-10-13,2003-11-14,Bull Call Diagonal,BCD,nonHV,pre2020,0.3974,3.7807,980.35,914.0,66.35,0.0
2003-11-14,2003-12-19,Bull Call Diagonal,BCD,nonHV,pre2020,0.3973,3.9059,7065.09,6702.95,362.14,0.0
2003-12-19,2004-01-27,Bull Call Diagonal,BCD,nonHV,pre2020,0.4002,3.8503,9385.78,8289.49,1096.29,0.0
2004-01-27,2004-03-02,Bull Call Diagonal,BCD,nonHV,pre2020,0.4002,3.9065,888.34,1086.09,-197.75,0.0
2004-03-02,2004-03-10,Bull Call Diagonal,BCD,nonHV,pre2020,0.4022,3.9888,-2404.77,-3967.82,1563.05,0.0
2004-03-22,2004-04-14,Iron Condor,IC,nonHV,pre2020,0.0002,20.5956,14290.36,306.87,13983.48,0.0
2004-04-02,2004-04-20,Bull Call Diagonal,BCD,nonHV,pre2020,0.4012,3.813,-3511.79,-3984.02,472.24,0.0
2004-04-23,2004-04-28,Bull Call Diagonal,BCD,nonHV,pre2020,0.4,4.2477,-2140.95,-2999.18,858.23,0.0
2004-06-01,2004-07-07,Bull Call Diagonal,BCD,nonHV,pre2020,0.401,3.7639,-667.09,-1140.1,473.01,0.0
2004-08-05,2004-08-26,Iron Condor,IC,nonHV,pre2020,0.001,25.0743,12189.95,2263.45,9926.5,0.0
2004-09-02,2004-10-07,Bull Call Diagonal,BCD,nonHV,pre2020,0.4039,4.2206,2728.48,3034.88,-306.41,0.0
2004-10-07,2004-10-19,Bull Call Diagonal,BCD,nonHV,pre2020,0.3992,4.1583,-4633.83,-4741.34,107.5,0.0
2004-11-02,2004-11-15,Bull Put Spread,BPS,nonHV,pre2020,0.154,30.6801,21690.81,17323.19,4367.62,0.0
2004-10-28,2004-12-02,Bull Call Diagonal,BCD,nonHV,pre2020,0.4003,3.9624,10594.07,10368.68,225.39,0.0
2004-12-02,2005-01-06,Bull Call Diagonal,BCD,nonHV,pre2020,0.4006,4.3797,-333.59,-84.73,-248.86,0.0
2005-01-06,2005-01-13,Bull Call Diagonal,BCD,nonHV,pre2020,0.3983,4.2262,-2207.86,-1916.52,-291.34,0.0
2005-01-18,2005-01-21,Bull Call Diagonal,BCD,nonHV,pre2020,0.3994,4.5266,-4132.5,-5043.27,910.77,0.0
2005-02-04,2005-02-22,Bull Call Diagonal,BCD,nonHV,pre2020,0.402,4.9641,-2967.69,-4127.39,1159.7,0.0
2005-02-24,2005-03-21,Bull Call Diagonal,BCD,nonHV,pre2020,0.4013,4.8301,-2502.18,-3173.83,671.64,0.0
2005-03-15,2005-04-12,Iron Condor,IC,nonHV,pre2020,-0.0009,31.7985,12829.27,4392.12,8437.15,0.0
2005-04-15,2005-05-10,Iron Condor,IC,nonHV,pre2020,-0.0017,24.3584,12227.47,4700.05,7527.43,0.0
2005-05-12,2005-06-10,Iron Condor,IC,nonHV,pre2020,-0.001,25.6993,12819.84,-2450.01,15269.84,0.0
2005-06-10,2005-07-15,Bull Call Diagonal,BCD,nonHV,pre2020,0.4,4.71,6326.56,6557.9,-231.33,0.0
2005-07-15,2005-08-18,Bull Call Diagonal,BCD,nonHV,pre2020,0.399,5.3074,-388.66,-1725.86,1337.19,0.0
2005-08-31,2005-09-30,Iron Condor,IC,nonHV,pre2020,-0.0017,32.8823,12710.31,5515.03,7195.29,0.0
2005-09-30,2005-11-03,Iron Condor,IC,nonHV,pre2020,0.0006,35.5995,9260.68,9856.36,-595.69,0.0
2005-11-03,2005-12-08,Bull Call Diagonal,BCD,nonHV,pre2020,0.4011,4.268,7003.38,7061.29,-57.91,0.0
2005-12-08,2006-01-13,Bull Call Diagonal,BCD,nonHV,pre2020,0.3999,4.3738,6336.05,6301.24,34.8,0.0
2006-01-13,2006-02-07,Bull Call Diagonal,BCD,nonHV,pre2020,0.3992,4.6399,-5255.57,-6314.74,1059.17,0.0
2006-02-14,2006-03-21,Iron Condor,IC,nonHV,pre2020,0.0016,33.0721,13334.22,4272.63,9061.58,0.0
2006-03-21,2006-04-25,Bull Call Diagonal,BCD,nonHV,pre2020,0.3984,4.4587,895.61,1047.0,-151.38,0.0
2006-04-25,2006-05-12,Bull Call Diagonal,BCD,nonHV,pre2020,0.3979,4.4005,-783.79,-1855.56,1071.77,0.0
2006-05-30,2006-06-21,Iron Condor,IC,nonHV,pre2020,-0.0016,20.5677,12651.43,4810.17,7841.26,0.0
2006-06-21,2006-07-24,Iron Condor,IC,nonHV,pre2020,0.0003,25.8121,12850.28,10457.64,2392.64,0.0
2006-08-15,2006-09-19,Bull Call Diagonal,BCD,nonHV,pre2020,0.3977,3.9506,5818.55,5748.04,70.51,0.0
2006-09-19,2006-10-23,Bull Call Diagonal,BCD,nonHV,pre2020,0.4011,4.2615,10283.49,9580.57,702.92,0.0
2006-10-23,2006-11-27,Bull Call Diagonal,BCD,nonHV,pre2020,0.4011,4.3665,1485.44,1223.38,262.06,0.0
2006-11-27,2007-01-03,Bull Call Diagonal,BCD,nonHV,pre2020,0.4018,3.9622,6332.93,5911.77,421.16,0.0
2007-01-03,2007-02-07,Bull Call Diagonal,BCD,nonHV,pre2020,0.3969,3.9668,5951.8,6335.95,-384.15,0.0
2007-02-07,2007-02-27,Bull Call Diagonal,BCD,nonHV,pre2020,0.4016,4.4413,-2909.45,-9601.83,6692.38,0.0
2007-03-13,2007-04-17,Iron Condor,IC,nonHV,pre2020,-0.0015,19.3486,3472.97,-14495.3,17968.27,0.0
2007-04-17,2007-05-21,Bull Call Diagonal,BCD,nonHV,pre2020,0.4018,3.7556,8714.39,7773.13,941.26,0.0
2007-05-21,2007-06-25,Bull Call Diagonal,BCD,nonHV,pre2020,0.4011,3.3307,-2492.12,-4705.14,2213.02,0.0
2007-06-22,2007-07-27,Iron Condor,IC,nonHV,pre2020,0.0013,21.2302,-6700.27,6380.62,-13080.89,0.0
2007-08-08,2007-09-12,Iron Condor,IC,nonHV,pre2020,-0.0033,14.4683,6473.39,6253.36,220.03,0.0
2007-08-20,2007-09-18,Iron Condor (High Vol),IC,HV,pre2020,-0.041,6.9564,4814.04,-1010.74,5824.77,0.0
2007-08-21,2007-09-20,Iron Condor (High Vol),IC,HV,pre2020,-0.0409,7.2915,4602.79,-1032.57,5635.35,0.0
2007-11-02,2007-12-06,Iron Condor (High Vol),IC,HV,pre2020,-0.001,12.7519,12848.99,8731.2,4117.79,0.0
2007-11-13,2007-12-06,Iron Condor (High Vol),IC,HV,pre2020,-0.0377,7.6803,4936.21,2012.67,2923.54,0.0
2007-12-11,2007-12-26,Iron Condor (High Vol),IC,HV,pre2020,-0.001,12.5456,10712.87,1737.92,8974.95,0.0
2007-12-06,2008-01-11,Iron Condor,IC,nonHV,pre2020,-0.0,15.2624,-9014.03,-7967.54,-1046.49,0.0
2007-12-12,2008-01-17,Iron Condor (High Vol),IC,HV,pre2020,0.002,13.6059,-20174.18,-20008.21,-165.98,0.0
2007-12-31,2008-02-05,Iron Condor (High Vol),IC,HV,pre2020,0.0018,13.8165,-15010.88,-12907.31,-2103.57,0.0
2008-01-24,2008-02-14,Iron Condor (High Vol),IC,HV,pre2020,-0.041,7.0172,4367.94,1713.52,2654.42,0.0
2008-02-27,2008-03-17,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.0985,12.4992,6222.12,10250.67,-4028.55,0.0
2008-03-11,2008-04-08,Iron Condor (High Vol),IC,HV,pre2020,-0.0397,7.6541,4921.7,1339.93,3581.77,0.0
2008-03-18,2008-04-09,Iron Condor (High Vol),IC,HV,pre2020,-0.0395,7.8253,4488.42,1127.5,3360.92,0.0
2008-04-10,2008-04-23,Bull Put Spread,BPS,nonHV,pre2020,0.1492,19.7748,11102.03,8616.83,2485.2,0.0
2008-04-11,2008-05-13,Iron Condor (High Vol),IC,HV,pre2020,0.0007,14.4691,11008.94,-887.17,11896.11,0.0
2008-04-14,2008-05-16,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.0995,12.0949,-3681.5,-14134.7,10453.2,0.0
2008-05-13,2008-06-06,Bull Call Diagonal,BCD,nonHV,pre2020,0.4008,2.7378,-2644.5,-5425.68,2781.18,0.0
2008-06-18,2008-07-02,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.1014,12.6821,6677.38,7752.23,-1074.85,0.0
2008-06-04,2008-07-09,Iron Condor,IC,nonHV,pre2020,0.0006,17.2553,-21729.81,-18067.81,-3662.0,0.0
2008-07-16,2008-08-06,Iron Condor (High Vol),IC,HV,pre2020,-0.0401,8.5955,4508.95,725.64,3783.31,0.0
2008-07-21,2008-08-21,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.0986,13.3047,6127.0,2389.99,3737.01,0.0
2008-09-02,2008-10-06,Iron Condor,IC,nonHV,pre2020,-0.0011,16.8145,-37086.49,-13420.78,-23665.72,0.0
2009-04-17,2009-05-18,Iron Condor (High Vol),IC,HV,pre2020,0.0005,13.9969,10338.14,5379.46,4958.68,0.0
2009-05-04,2009-05-22,Bull Put Spread (High Vol),BPS,HV,pre2020,0.0992,18.907,2211.45,-411.21,2622.66,0.0
2009-05-22,2009-06-01,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1016,19.7281,10929.2,9481.45,1447.75,0.0
2009-06-01,2009-06-19,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1006,20.1394,1549.54,-3515.83,5065.37,0.0
2009-10-21,2009-11-10,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1019,22.6859,6515.68,5961.96,553.72,0.0
2009-11-10,2009-11-25,Bull Put Spread (High Vol),BPS,HV,pre2020,0.0999,22.0295,8647.42,4702.92,3944.5,0.0
2009-11-27,2009-12-14,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1012,20.5162,10015.46,4737.47,5277.99,0.0
2009-12-17,2010-01-04,Bull Put Spread (High Vol),BPS,HV,pre2020,0.0988,22.6501,10784.36,7206.96,3577.4,0.0
2010-01-11,2010-01-22,Bull Call Diagonal,BCD,nonHV,pre2020,0.3993,3.4318,-3191.12,-7364.13,4173.01,0.0
2010-01-21,2010-02-19,Iron Condor (High Vol),IC,HV,pre2020,-0.0001,17.9537,11558.43,6030.36,5528.07,0.0
2010-02-16,2010-03-22,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.1004,15.669,-3857.03,-14718.62,10861.59,0.0
2010-03-05,2010-04-09,Bull Call Diagonal,BCD,nonHV,pre2020,0.4046,3.4515,8807.21,7677.69,1129.52,0.0
2010-04-09,2010-05-06,Bull Call Diagonal,BCD,nonHV,pre2020,0.4017,3.5505,-959.85,-8795.62,7835.77,0.0
2010-05-10,2010-06-14,Iron Condor (High Vol),IC,HV,pre2020,-0.0412,7.7052,3375.23,2440.23,934.99,0.0
2010-05-11,2010-06-15,Iron Condor (High Vol),IC,HV,pre2020,-0.0419,7.9488,5216.82,4189.28,1027.53,0.0
2010-06-17,2010-07-01,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.0999,13.5088,6230.75,9008.14,-2777.39,0.0
2010-06-14,2010-07-08,Iron Condor (High Vol),IC,HV,pre2020,-0.0401,8.4828,4860.5,2415.25,2445.24,0.0
2010-06-15,2010-07-13,Iron Condor (High Vol),IC,HV,pre2020,-0.039,9.4415,4819.41,3437.04,1382.37,0.0
2010-07-08,2010-08-10,Iron Condor (High Vol),IC,HV,pre2020,-0.0412,9.6544,4531.45,-754.7,5286.15,0.0
2010-08-09,2010-08-27,Bull Put Spread (High Vol),BPS,HV,pre2020,0.0999,22.0315,-17973.98,-16605.04,-1368.94,0.0
2010-08-11,2010-09-03,Iron Condor (High Vol),IC,HV,pre2020,-0.0002,15.664,11929.21,4204.23,7724.98,0.0
2010-08-10,2010-09-13,Iron Condor (High Vol),IC,HV,pre2020,-0.0004,17.9949,12231.36,7911.63,4319.73,0.0
2010-08-27,2010-10-01,Bear Call Spread (High Vol),BCS,HV,pre2020,-0.1003,14.5008,-8933.37,-14670.13,5736.75,0.0
2010-09-07,2010-10-11,Iron Condor (High Vol),IC,HV,pre2020,0.0003,17.2602,7698.23,-5137.19,12835.42,0.0
2010-09-21,2010-10-21,Iron Condor (High Vol),IC,HV,pre2020,0.0007,17.6541,11656.01,1213.63,10442.38,0.0
2010-11-29,2010-12-10,Bull Put Spread,BPS,nonHV,pre2020,0.1504,23.0331,20741.9,14314.46,6427.45,0.0
2010-12-07,2011-01-11,Bull Call Diagonal,BCD,nonHV,pre2020,0.4023,3.1355,7541.67,6624.63,917.04,0.0
2011-01-11,2011-02-15,Bull Call Diagonal,BCD,nonHV,pre2020,0.3984,3.2158,7941.73,6596.99,1344.74,0.0
2011-02-15,2011-03-15,Bull Call Diagonal,BCD,nonHV,pre2020,0.4023,3.1514,-2417.16,-6123.63,3706.47,0.0
2011-03-07,2011-03-18,Bull Put Spread,BPS,nonHV,pre2020,0.151,21.4475,-11911.82,-10781.93,-1129.89,0.0
2011-03-17,2011-03-31,Iron Condor (High Vol),IC,HV,pre2020,-0.0415,7.7904,5070.7,-1787.77,6858.47,0.0
2011-03-18,2011-04-04,Iron Condor (High Vol),IC,HV,pre2020,-0.0413,8.5848,4399.88,-2299.03,6698.91,0.0
2011-03-31,2011-04-18,Bull Call Diagonal,BCD,nonHV,pre2020,0.399,2.9526,-3008.62,-2980.33,-28.29,0.0
2011-04-20,2011-05-24,Bull Call Diagonal,BCD,nonHV,pre2020,0.3976,3.4224,-921.65,-2215.48,1293.83,0.0
2011-05-31,2011-06-03,Bull Call Diagonal,BCD,nonHV,pre2020,0.3988,3.2996,-4831.78,-5806.88,975.1,0.0
2011-06-06,2011-07-11,Iron Condor,IC,nonHV,pre2020,-0.004,20.0828,10676.95,5962.89,4714.06,0.0
2011-07-01,2011-07-29,Bull Call Diagonal,BCD,nonHV,pre2020,0.4006,3.2212,-1793.57,-6142.7,4349.14,0.0
2011-07-11,2011-08-10,Iron Condor,IC,nonHV,pre2020,-0.0003,20.2225,-40145.63,-34794.36,-5351.27,0.0
2011-08-15,2011-09-15,Iron Condor (High Vol),IC,HV,pre2020,-0.041,6.5177,4622.44,2457.58,2164.86,0.0
2011-08-16,2011-09-15,Iron Condor (High Vol),IC,HV,pre2020,-0.0389,6.529,4654.05,2189.55,2464.51,0.0
2011-09-15,2011-10-12,Iron Condor (High Vol),IC,HV,pre2020,-0.0399,6.5773,4323.36,2897.11,1426.25,0.0
2011-09-16,2011-10-13,Iron Condor (High Vol),IC,HV,pre2020,-0.0386,6.9513,4318.62,3107.02,1211.6,0.0
2011-10-11,2011-10-21,Bull Put Spread (High Vol),BPS,HV,pre2020,0.0979,15.1637,8717.5,7088.13,1629.37,0.0
2011-10-24,2011-11-11,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1017,15.381,5847.23,8234.26,-2387.02,0.0
2011-11-11,2011-12-02,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1017,14.8338,3676.22,1239.55,2436.67,0.0
2011-11-17,2011-12-09,Iron Condor (High Vol),IC,HV,pre2020,-0.0007,9.8566,11924.82,3428.35,8496.47,0.0
2011-11-18,2011-12-09,Iron Condor (High Vol),IC,HV,pre2020,-0.04,6.5774,4408.86,965.63,3443.23,0.0
2011-12-08,2011-12-22,Bull Put Spread (High Vol),BPS,HV,pre2020,0.1008,15.1141,11922.44,4550.66,7371.77,0.0
2011-12-09,2011-12-23,Iron Condor (High Vol),IC,HV,pre2020,0.0018,13.3529,11246.85,3004.12,8242.73,0.0
2011-12-22,2012-01-06,Bull Put Spread,BPS,nonHV,pre2020,0.1514,21.9872,11556.99,8430.86,3126.14,0.0
2011-12-28,2012-02-02,Iron Condor (High Vol),IC,HV,pre2020,-0.0008,14.9088,9886.83,-5619.36,15506.19,0.0
2011-12-29,2012-02-02,Iron Condor (High Vol),IC,HV,pre2020,0.0023,15.7974,11351.35,-3376.66,14728.01,0.0
2012-02-10,2012-02-24,Bull Put Spread,BPS,nonHV,pre2020,0.1496,20.9859,14565.73,7147.18,7418.54,0.0
2012-02-02,2012-03-08,Bull Call Diagonal,BCD,nonHV,pre2020,0.4029,2.8886,5847.79,4592.0,1255.79,0.0
2012-03-06,2012-03-19,Bull Put Spread,BPS,nonHV,pre2020,0.1496,21.0398,22574.24,14644.97,7929.27,0.0
2012-03-08,2012-04-10,Bull Call Diagonal,BCD,nonHV,pre2020,0.3994,2.8328,122.87,-692.86,815.73,0.0
2012-04-12,2012-04-23,Bull Call Diagonal,BCD,nonHV,pre2020,0.4005,2.8889,-1838.06,-2546.48,708.42,0.0
2012-04-26,2012-05-04,Bull Call Diagonal,BCD,nonHV,pre2020,0.3997,3.0154,-2640.4,-3719.57,1079.17,0.0
2012-05-04,2012-06-08,Iron Condor,IC,nonHV,pre2020,0.0032,19.0974,4100.75,2347.26,1753.48,0.0
2012-06-08,2012-06-29,Iron Condor,IC,nonHV,pre2020,-0.0006,17.1859,11767.61,4529.23,7238.38,0.0
2012-06-29,2012-08-03,Bull Call Diagonal,BCD,nonHV,pre2020,0.4004,2.9656,4138.96,4454.74,-315.77,0.0
2012-07-24,2012-08-27,Iron Condor,IC,nonHV,pre2020,0.0004,17.8934,9824.01,-4698.24,14522.25,0.0
2012-08-03,2012-09-07,Bull Call Diagonal,BCD,nonHV,pre2020,0.4001,3.1535,6936.26,6300.05,636.21,0.0
2012-09-07,2012-10-11,Bull Call Diagonal,BCD,nonHV,pre2020,0.3991,3.2971,-238.15,-1324.57,1086.41,0.0
2012-10-15,2012-10-23,Bull Call Diagonal,BCD,nonHV,pre2020,0.4003,3.1115,-1934.09,-3280.42,1346.33,0.0
